scenario;zone_id;pixel_count;area_m2;area_ha;input_file;salinity_min;salinity_max;salinity_mean;salinity_median;depth_min;depth_max;depth_mean;depth_median;temperature_min;temperature_max;temperature_mean;temperature_median;sedimentation_min;sedimentation_max;sedimentation_mean;sedimentation_median
check4factor;46;61;24400;2.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.86;32.86;32.86;32.86;6.369;7.999;7.52;7.658;29.149;29.149;29.149;29.149;4.3;4.3;4.3;4.3
check4factor;47;157;62800;6.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.204;7.999;7.172;7.19;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;48;2862;1144800;114.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.784;8.0;7.252;7.302;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;49;124;49600;4.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.86;32.86;32.86;32.86;6.187;7.997;7.343;7.432;29.149;29.149;29.149;29.149;4.3;4.3;4.3;4.3
check4factor;50;159;63600;6.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.113;7.991;7.229;7.314;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;51;78;31200;3.12;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.765;7.995;7.565;7.606;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;52;59;23600;2.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.31;7.988;7.252;7.18;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;53;127;50800;5.08;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.267;7.992;7.075;7.01;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;54;51;20400;2.04;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.185;7.991;7.336;7.527;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;55;299;119600;11.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.406;7.997;7.211;7.279;29.073;29.073;29.073;29.073;13.171;13.171;13.171;13.171
check4factor;56;187;74800;7.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.405;7.97;7.475;7.476;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;57;20578;8231200;823.12;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.088;8.0;7.228;7.246;29.073;29.073;29.073;29.073;4.46;13.171;6.809;5.919
check4factor;58;59;23600;2.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.484;7.924;7.168;7.037;29.073;29.073;29.073;29.073;6.051;6.051;6.051;6.051
check4factor;59;62;24800;2.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.639;7.995;7.316;7.383;29.073;29.073;29.073;29.073;6.051;6.051;6.051;6.051
check4factor;60;313;125200;12.52;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.383;8.0;7.379;7.45;29.073;29.073;29.073;29.073;4.196;6.051;5.618;6.051
check4factor;61;172;68800;6.88;factor_suitability_2025_Depth_35m_2025_highest.tif;32.86;32.86;32.86;32.86;6.366;7.993;7.169;7.172;29.149;29.149;29.149;29.149;3.317;4.3;4.215;4.3
check4factor;62;1039;415600;41.56;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.36;7.999;7.289;7.266;29.073;29.073;29.073;29.073;4.196;8.117;6.171;5.612
check4factor;63;303;121200;12.12;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.448;7.993;7.197;7.137;29.073;29.073;29.073;29.073;4.196;6.051;5.059;4.196
check4factor;64;131;52400;5.24;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.641;7.995;7.582;7.619;29.073;29.073;29.073;29.073;4.196;6.051;4.592;4.196
check4factor;65;120;48000;4.8;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.763;7.999;7.426;7.415;29.073;29.073;29.073;29.073;4.196;6.051;4.845;4.196
check4factor;66;287;114800;11.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.272;8.0;7.266;7.237;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;67;101;40400;4.04;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.429;7.982;7.135;7.094;29.073;29.073;29.073;29.073;4.196;5.612;4.799;4.196
check4factor;68;3761;1504400;150.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.512;8.0;7.284;7.306;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;69;225;90000;9.0;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.472;7.996;7.497;7.542;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;70;155;62000;6.2;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.23;7.987;7.252;7.275;29.073;29.073;29.073;29.073;4.196;5.612;4.342;4.196
check4factor;71;2434;973600;97.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.23;8.0;7.203;7.174;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;72;180;72000;7.2;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.44;7.994;7.244;7.219;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;73;53;21200;2.12;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.401;7.944;7.075;7.157;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;74;87;34800;3.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.172;7.989;7.317;7.285;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;75;84;33600;3.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.775;7.986;7.514;7.55;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;76;57;22800;2.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.853;7.991;7.527;7.528;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;77;95;38000;3.8;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.68;7.964;7.455;7.492;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;78;52;20800;2.08;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.365;7.985;7.352;7.436;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;79;59;23600;2.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.017;7.997;7.578;7.684;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;80;70;28000;2.8;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.533;7.994;7.325;7.352;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;81;92;36800;3.68;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.547;7.985;7.367;7.429;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;82;99;39600;3.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.655;7.99;7.504;7.574;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;83;1306;522400;52.24;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.093;8.0;7.237;7.297;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;84;1371;548400;54.84;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.094;7.996;7.192;7.17;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;85;104;41600;4.16;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.324;7.981;7.263;7.257;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;86;899;359600;35.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.017;7.999;7.293;7.327;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;87;110;44000;4.4;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.401;7.982;7.304;7.377;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;88;117;46800;4.68;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.177;7.971;7.206;7.182;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;89;77;30800;3.08;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.591;7.978;7.299;7.288;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;90;62;24800;2.48;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.288;7.992;7.436;7.482;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;91;343;137200;13.72;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.436;7.989;7.409;7.461;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;92;611;244400;24.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.335;7.998;7.275;7.239;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;93;57;22800;2.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.325;7.996;7.526;7.575;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;94;157;62800;6.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.034;7.989;7.363;7.473;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;95;107;42800;4.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.172;7.995;7.377;7.474;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;96;821;328400;32.84;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.334;8.0;7.329;7.342;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;97;56;22400;2.24;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.626;7.997;7.458;7.512;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;98;336;134400;13.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.414;7.997;7.24;7.246;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;99;60;24000;2.4;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.626;7.923;7.349;7.385;29.073;29.073;29.073;29.073;5.612;8.214;5.656;5.612
check4factor;100;283;113200;11.32;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.301;7.994;7.289;7.314;29.073;29.073;29.073;29.073;4.196;5.612;4.501;4.196
check4factor;101;111;44400;4.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.582;7.943;7.24;7.137;29.073;29.073;29.073;29.073;4.196;4.196;4.196;4.196
check4factor;102;456;182400;18.24;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;5.813;7.996;7.445;7.496;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;103;50;20000;2.0;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.949;7.994;7.514;7.482;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;104;117;46800;4.68;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.404;7.994;7.221;7.172;29.073;29.073;29.073;29.073;5.612;8.214;6.035;5.612
check4factor;105;261;104400;10.44;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.522;7.993;7.342;7.368;28.936;28.936;28.936;28.936;13.455;13.455;13.455;13.455
check4factor;106;66;26400;2.64;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.546;7.993;7.443;7.444;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;107;64;25600;2.56;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.742;7.994;7.478;7.595;29.073;29.073;29.073;29.073;5.612;5.612;5.612;5.612
check4factor;108;363;145200;14.52;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.428;7.99;7.459;7.473;29.073;29.073;29.073;29.073;5.919;8.214;7.19;8.214
check4factor;109;58;23200;2.32;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.544;7.934;7.334;7.335;29.073;29.073;29.073;29.073;8.214;8.214;8.214;8.214
check4factor;110;174;69600;6.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.613;7.911;7.253;7.22;29.073;29.073;29.073;29.073;4.46;5.612;4.573;4.46
check4factor;111;820;328000;32.8;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.874;32.87;32.866;6.416;7.997;7.332;7.332;28.936;29.073;29.011;29.073;5.919;8.214;6.86;5.919
check4factor;112;72;28800;2.88;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.736;7.992;7.445;7.472;29.073;29.073;29.073;29.073;4.46;4.46;4.46;4.46
check4factor;113;59;23600;2.36;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.333;7.977;7.163;7.169;29.073;29.073;29.073;29.073;3.478;3.478;3.478;3.478
check4factor;114;67;26800;2.68;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.598;8.0;7.482;7.593;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;115;451;180400;18.04;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.32;7.996;7.296;7.309;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;116;1718;687200;68.72;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.22;7.999;7.302;7.323;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;117;147;58800;5.88;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.268;7.999;7.302;7.277;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;118;421;168400;16.84;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;5.735;7.998;7.033;6.981;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;119;299;119600;11.96;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.392;7.991;7.345;7.393;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;120;202;80800;8.08;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.423;7.984;7.167;7.077;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;121;121;48400;4.84;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.655;7.99;7.439;7.501;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;122;10689;4275600;427.56;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;4.819;8.0;7.246;7.301;28.936;28.936;28.936;28.936;7.981;12.332;9.516;7.981
check4factor;123;151;60400;6.04;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.588;7.972;7.417;7.42;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;124;58;23200;2.32;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.596;7.992;7.587;7.627;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;125;75;30000;3.0;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.48;7.975;7.395;7.411;29.073;29.073;29.073;29.073;4.46;4.46;4.46;4.46
check4factor;126;107;42800;4.28;factor_suitability_2025_Depth_35m_2025_highest.tif;32.866;32.866;32.866;32.866;6.599;7.977;7.245;7.165;29.073;29.073;29.073;29.073;4.46;4.46;4.46;4.46
check4factor;127;56;22400;2.24;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.625;7.976;7.303;7.297;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;128;70;28000;2.8;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.413;7.991;7.157;7.087;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;129;50;20000;2.0;factor_suitability_2025_Depth_35m_2025_highest.tif;32.874;32.874;32.874;32.874;6.756;8.0;7.413;7.439;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
