zone_id,pixel_count,area_m2,area_ha
180,98,39200,3.92
181,99,39600,3.96
182,181,72400,7.24
183,51,20400,2.04
184,52,20800,2.08
185,51,20400,2.04
186,1517,606800,60.68
187,61,24400,2.44
188,56,22400,2.24
189,98,39200,3.92
190,144,57600,5.76
191,118,47200,4.72
192,341,136400,13.64
193,75,30000,3.0
194,184,73600,7.36
195,736,294400,29.44
196,79,31600,3.16
197,506,202400,20.24
198,23483,9393200,939.32
199,108,43200,4.32
200,247,98800,9.88
201,67,26800,2.68
202,90,36000,3.6
203,143,57200,5.72
204,204,81600,8.16
205,156,62400,6.24
206,65,26000,2.6
207,71,28400,2.84
208,80,32000,3.2
209,384,153600,15.36
210,593,237200,23.72
211,284,113600,11.36
212,1699,679600,67.96
213,172,68800,6.88
214,53,21200,2.12
215,66,26400,2.64
216,106,42400,4.24
217,115,46000,4.6
218,56,22400,2.24
219,50,20000,2.0
220,59,23600,2.36
221,57,22800,2.28
222,58,23200,2.32
223,50,20000,2.0
224,111,44400,4.44
225,74,29600,2.96
226,4251,1700400,170.04
227,982,392800,39.28
228,59,23600,2.36
229,272,108800,10.88
230,78,31200,3.12
231,2094,837600,83.76
232,54,21600,2.16
233,198,79200,7.92
234,70,28000,2.8
235,125,50000,5.0
236,145,58000,5.8
237,1209,483600,48.36
238,64,25600,2.56
239,206,82400,8.24
240,69,27600,2.76
241,425,170000,17.0
242,167,66800,6.68
243,141,56400,5.64
244,268,107200,10.72
245,165,66000,6.6
246,66,26400,2.64
247,59,23600,2.36
248,52,20800,2.08
249,82,32800,3.28
250,111,44400,4.44
251,112,44800,4.48
252,56,22400,2.24
253,674,269600,26.96
254,88,35200,3.52
255,61,24400,2.44
256,150,60000,6.0
257,161,64400,6.44
258,60,24000,2.4
259,136,54400,5.44
260,106,42400,4.24
261,112,44800,4.48
262,54,21600,2.16
263,1439,575600,57.56
264,63,25200,2.52
265,191,76400,7.64
266,161,64400,6.44
267,155,62000,6.2
268,60,24000,2.4
269,149,59600,5.96
270,5269,2107600,210.76
271,6548,2619200,261.92
272,172,68800,6.88
273,1720,688000,68.8
274,117,46800,4.68
275,59,23600,2.36
276,267,106800,10.68
277,2587,1034800,103.48
278,229,91600,9.16
279,395,158000,15.8
280,250,100000,10.0
281,110,44000,4.4
282,3219,1287600,128.76
283,56,22400,2.24
284,245,98000,9.8
285,63,25200,2.52
286,190,76000,7.6
287,10291,4116400,411.64
288,179,71600,7.16
289,668,267200,26.72
290,67,26800,2.68
291,55,22000,2.2
292,1100,440000,44.0
293,124,49600,4.96
294,61,24400,2.44
295,50,20000,2.0
296,67,26800,2.68
297,52,20800,2.08
298,76,30400,3.04
299,471,188400,18.84
300,470,188000,18.8
301,68,27200,2.72
302,157,62800,6.28
303,218,87200,8.72
304,103,41200,4.12
305,55,22000,2.2
306,4264,1705600,170.56
307,416,166400,16.64
308,50,20000,2.0
309,147,58800,5.88
310,170,68000,6.8
311,374,149600,14.96
312,64,25600,2.56
313,5055,2022000,202.2
314,3511,1404400,140.44
315,79,31600,3.16
316,515,206000,20.6
317,194,77600,7.76
318,696,278400,27.84
319,63,25200,2.52
320,59,23600,2.36
321,65,26000,2.6
322,160,64000,6.4
323,76,30400,3.04
324,53,21200,2.12
325,997295,398918000,39891.8
326,1361,544400,54.44
327,4390,1756000,175.6
328,74,29600,2.96
329,52,20800,2.08
330,66,26400,2.64
331,51,20400,2.04
332,539,215600,21.56
333,66,26400,2.64
334,94,37600,3.76
335,59,23600,2.36
336,50,20000,2.0
337,2535,1014000,101.4
338,88,35200,3.52
339,281,112400,11.24
340,790,316000,31.6
341,824,329600,32.96
342,72,28800,2.88
343,51,20400,2.04
344,58,23200,2.32
345,56,22400,2.24
346,2047,818800,81.88
347,972,388800,38.88
348,109,43600,4.36
349,90,36000,3.6
350,116,46400,4.64
351,499,199600,19.96
352,78,31200,3.12
353,607,242800,24.28
354,85,34000,3.4
355,125,50000,5.0
356,145,58000,5.8
357,207,82800,8.28
358,65,26000,2.6
359,57,22800,2.28
360,189,75600,7.56
361,564,225600,22.56
362,107,42800,4.28
363,3946,1578400,157.84
364,487,194800,19.48
365,498,199200,19.92
366,60,24000,2.4
367,97,38800,3.88
368,106,42400,4.24
369,60,24000,2.4
370,477,190800,19.08
371,76,30400,3.04
372,144,57600,5.76
373,51,20400,2.04
374,51,20400,2.04
375,77,30800,3.08
376,72,28800,2.88
377,77,30800,3.08
378,1704,681600,68.16
379,56,22400,2.24
380,147,58800,5.88
381,68,27200,2.72
382,351,140400,14.04
383,191,76400,7.64
384,107,42800,4.28
385,215,86000,8.6
386,56,22400,2.24
387,62,24800,2.48
388,417,166800,16.68
389,62,24800,2.48
390,52,20800,2.08
391,102,40800,4.08
392,589,235600,23.56
393,55,22000,2.2
394,50,20000,2.0
395,111,44400,4.44
396,556,222400,22.24
397,82,32800,3.28
398,115,46000,4.6
399,51,20400,2.04
400,71,28400,2.84
401,51,20400,2.04
402,74,29600,2.96
403,79,31600,3.16
404,131,52400,5.24
405,79,31600,3.16
406,73,29200,2.92
407,50,20000,2.0
408,108,43200,4.32
409,262,104800,10.48
410,859,343600,34.36
411,58,23200,2.32
412,138,55200,5.52
413,189,75600,7.56
414,72,28800,2.88
415,247,98800,9.88
416,56,22400,2.24
417,66,26400,2.64
418,285,114000,11.4
419,97,38800,3.88
420,426,170400,17.04
421,110,44000,4.4
422,126,50400,5.04
423,6262,2504800,250.48
424,111,44400,4.44
425,76,30400,3.04
426,94,37600,3.76
427,100,40000,4.0
428,56,22400,2.24
429,52,20800,2.08
430,54,21600,2.16
431,60,24000,2.4
432,1189,475600,47.56
433,51,20400,2.04
434,669,267600,26.76
435,70,28000,2.8
436,88,35200,3.52
437,148,59200,5.92
438,111,44400,4.44
439,159,63600,6.36
440,86,34400,3.44
441,757,302800,30.28
442,64,25600,2.56
443,71,28400,2.84
444,68,27200,2.72
445,75,30000,3.0
446,91,36400,3.64
447,65,26000,2.6
448,1721,688400,68.84
449,89,35600,3.56
450,837,334800,33.48
451,97,38800,3.88
452,91,36400,3.64
453,56,22400,2.24
454,82,32800,3.28
455,99,39600,3.96
456,286,114400,11.44
457,61,24400,2.44
458,238,95200,9.52
459,50,20000,2.0
460,62,24800,2.48
461,69,27600,2.76
462,103,41200,4.12
463,137,54800,5.48
464,1502,600800,60.08
465,180,72000,7.2
466,617,246800,24.68
467,76,30400,3.04
468,108,43200,4.32
469,400,160000,16.0
470,90,36000,3.6
471,219,87600,8.76
472,128,51200,5.12
473,58,23200,2.32
474,51,20400,2.04
475,96,38400,3.84
476,53,21200,2.12
477,283,113200,11.32
478,490,196000,19.6
479,149,59600,5.96
480,91,36400,3.64
481,88,35200,3.52
482,177,70800,7.08
483,68,27200,2.72
484,55,22000,2.2
485,76,30400,3.04
486,102,40800,4.08
487,80,32000,3.2
488,212,84800,8.48
489,324,129600,12.96
490,265,106000,10.6
491,212,84800,8.48
492,332,132800,13.28
493,292,116800,11.68
494,63,25200,2.52
495,89,35600,3.56
496,62,24800,2.48
497,265,106000,10.6
498,229,91600,9.16
499,146,58400,5.84
500,123,49200,4.92
501,428,171200,17.12
502,503,201200,20.12
503,608,243200,24.32
504,117,46800,4.68
505,125,50000,5.0
506,83,33200,3.32
507,58,23200,2.32
508,177,70800,7.08
509,111,44400,4.44
510,106,42400,4.24
511,78,31200,3.12
512,52,20800,2.08
513,60,24000,2.4
514,108,43200,4.32
515,590,236000,23.6
516,177,70800,7.08
517,62,24800,2.48
518,62,24800,2.48
519,83,33200,3.32
520,868,347200,34.72
521,222,88800,8.88
522,62,24800,2.48
523,70,28000,2.8
524,262,104800,10.48
525,98,39200,3.92
526,269,107600,10.76
527,59,23600,2.36
528,83,33200,3.32
529,271,108400,10.84
530,106,42400,4.24
531,81,32400,3.24
532,74,29600,2.96
533,293,117200,11.72
534,364,145600,14.56
535,267,106800,10.68
536,58,23200,2.32
537,97,38800,3.88
538,160,64000,6.4
539,56,22400,2.24
540,159,63600,6.36
541,75,30000,3.0
542,778,311200,31.12
543,52,20800,2.08
544,148,59200,5.92
545,4162,1664800,166.48
546,84,33600,3.36
547,179,71600,7.16
548,405,162000,16.2
549,281,112400,11.24
550,75,30000,3.0
551,85,34000,3.4
552,74,29600,2.96
553,1447,578800,57.88
554,214,85600,8.56
555,3904,1561600,156.16
556,51,20400,2.04
557,343,137200,13.72
558,289,115600,11.56
559,8072,3228800,322.88
560,214,85600,8.56
561,84,33600,3.36
562,119,47600,4.76
563,121,48400,4.84
564,117,46800,4.68
565,135,54000,5.4
566,167,66800,6.68
567,64,25600,2.56
568,80,32000,3.2
569,282,112800,11.28
570,78,31200,3.12
571,95,38000,3.8
572,72,28800,2.88
573,50,20000,2.0
574,65,26000,2.6
575,64,25600,2.56
576,460,184000,18.4
577,62,24800,2.48
578,154,61600,6.16
579,58,23200,2.32
580,51,20400,2.04
581,93,37200,3.72
582,75,30000,3.0
583,55,22000,2.2
584,58,23200,2.32
585,56,22400,2.24
586,57,22800,2.28
587,193,77200,7.72
588,54,21600,2.16
589,106,42400,4.24
590,318,127200,12.72
591,82,32800,3.28
592,78,31200,3.12
593,415,166000,16.6
594,2490,996000,99.6
595,84,33600,3.36
596,101,40400,4.04
597,54,21600,2.16
598,111,44400,4.44
599,71,28400,2.84
600,91,36400,3.64
601,291,116400,11.64
602,58,23200,2.32
603,55,22000,2.2
604,487,194800,19.48
605,280,112000,11.2
606,117,46800,4.68
607,249,99600,9.96
608,104,41600,4.16
609,140,56000,5.6
610,65,26000,2.6
611,55,22000,2.2
612,122,48800,4.88
613,86,34400,3.44
614,53,21200,2.12
615,374,149600,14.96
616,184,73600,7.36
617,113,45200,4.52
618,54,21600,2.16
619,229,91600,9.16
620,53,21200,2.12
621,70,28000,2.8
622,51,20400,2.04
623,477,190800,19.08
624,129,51600,5.16
625,427,170800,17.08
626,1448,579200,57.92
627,80,32000,3.2
628,148127,59250800,5925.08
629,51,20400,2.04
630,67,26800,2.68
631,205,82000,8.2
632,67,26800,2.68
633,54,21600,2.16
634,69,27600,2.76
635,182,72800,7.28
636,112,44800,4.48
637,208,83200,8.32
638,62,24800,2.48
639,81,32400,3.24
640,50,20000,2.0
641,128,51200,5.12
642,294,117600,11.76
643,54,21600,2.16
644,107,42800,4.28
645,151,60400,6.04
646,591,236400,23.64
647,131,52400,5.24
648,126,50400,5.04
649,76,30400,3.04
650,73,29200,2.92
651,252,100800,10.08
652,81,32400,3.24
653,97,38800,3.88
654,90,36000,3.6
655,315,126000,12.6
656,176,70400,7.04
657,77,30800,3.08
658,96,38400,3.84
659,243,97200,9.72
660,74,29600,2.96
661,91,36400,3.64
662,118,47200,4.72
663,70,28000,2.8
664,51,20400,2.04
665,79,31600,3.16
666,81,32400,3.24
667,96,38400,3.84
668,468,187200,18.72
669,117,46800,4.68
670,75,30000,3.0
671,69,27600,2.76
672,77,30800,3.08
673,109,43600,4.36
674,212,84800,8.48
675,219,87600,8.76
676,158,63200,6.32
677,74,29600,2.96
678,74,29600,2.96
679,110,44000,4.4
680,127,50800,5.08
681,67,26800,2.68
682,420,168000,16.8
683,221,88400,8.84
684,98,39200,3.92
685,69,27600,2.76
686,105,42000,4.2
687,89,35600,3.56
688,95,38000,3.8
689,280,112000,11.2
690,56,22400,2.24
691,79,31600,3.16
