zone_id,pixel_count,area_m2,area_ha,salinity_min,salinity_max,salinity_mean,salinity_median,depth_min,depth_max,depth_mean,depth_median,temperature_min,temperature_max,temperature_mean,temperature_median,sedimentation_min,sedimentation_max,sedimentation_mean,sedimentation_median
1,2014,805600,80.56,32.915,32.915,32.915,32.915,3.006,4.997,4.093,4.107,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
2,703,281200,28.12,32.889,32.889,32.889,32.889,3.06,4.991,4.141,4.118,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
3,323,129200,12.92,32.889,32.889,32.889,32.889,3.086,4.936,3.985,3.959,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
4,332,132800,13.28,32.889,32.889,32.889,32.889,3.001,4.999,4.097,4.156,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
5,269,107600,10.76,32.889,32.889,32.889,32.889,4.004,4.999,4.622,4.637,28.926,28.926,28.926,28.926,16.88,19.211,18.466,19.211
6,2562,1024800,102.48,32.868,32.868,32.868,32.868,3.275,4.999,4.414,4.458,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
7,79,31600,3.16,32.868,32.868,32.868,32.868,3.681,4.98,4.508,4.579,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
8,1671,668400,66.84,32.868,32.868,32.868,32.868,3.381,5.0,4.363,4.389,29.014,29.014,29.014,29.014,12.257,22.65,19.652,22.65
9,546,218400,21.84,32.868,32.868,32.868,32.868,3.356,5.0,4.251,4.264,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
10,822,328800,32.88,32.868,32.868,32.868,32.868,3.002,4.998,4.422,4.506,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
11,108,43200,4.32,32.868,32.868,32.868,32.868,4.122,4.997,4.762,4.776,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
12,131,52400,5.24,32.868,32.868,32.868,32.868,3.99,4.988,4.585,4.628,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
13,356,142400,14.24,32.868,32.868,32.868,32.868,3.728,5.0,4.553,4.597,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
14,110,44000,4.4,32.868,32.868,32.868,32.868,4.396,5.0,4.788,4.802,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
15,1019,407600,40.76,32.868,32.868,32.868,32.868,3.597,4.999,4.51,4.516,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
16,52,20800,2.08,32.868,32.868,32.868,32.868,4.548,4.979,4.772,4.777,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
17,180,72000,7.2,32.868,32.868,32.868,32.868,3.989,4.988,4.585,4.594,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
18,1391,556400,55.64,32.868,32.868,32.868,32.868,3.42,4.997,4.346,4.359,29.014,29.014,29.014,29.014,20.609,22.65,21.479,20.609
19,142,56800,5.68,32.868,32.868,32.868,32.868,3.374,4.997,4.2,4.166,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
