zone_id,pixel_count,area_m2,area_ha,salinity_min,salinity_max,salinity_mean,salinity_median,depth_min,depth_max,depth_mean,depth_median,temperature_min,temperature_max,temperature_mean,temperature_median,sedimentation_min,sedimentation_max,sedimentation_mean,sedimentation_median
62,127,50800,5.08,32.89,32.89,32.89,32.89,6.346,8.698,7.804,7.923,29.093,29.093,29.093,29.093,4.687,5.844,5.762,5.844
63,2279,911600,91.16,32.89,32.89,32.89,32.89,3.983,8.916,7.12,7.3,29.093,29.093,29.093,29.093,4.275,4.687,4.422,4.275
64,50,20000,2.0,32.89,32.89,32.89,32.89,6.442,8.443,7.691,7.817,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
65,78,31200,3.12,32.89,32.89,32.89,32.89,6.711,8.705,7.718,7.796,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
66,74,29600,2.96,32.89,32.89,32.89,32.89,4.971,8.679,7.855,7.942,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
67,56,22400,2.24,32.89,32.89,32.89,32.89,7.16,8.415,7.812,7.889,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
68,72,28800,2.88,32.89,32.89,32.89,32.89,7.334,8.786,7.967,7.962,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
69,93,37200,3.72,32.89,32.89,32.89,32.89,4.687,8.425,7.304,7.416,29.093,29.093,29.093,29.093,4.687,5.844,5.732,5.844
70,243,97200,9.72,32.89,32.89,32.89,32.89,4.866,8.852,7.517,7.719,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
71,89,35600,3.56,32.89,32.89,32.89,32.89,6.664,8.908,7.792,7.823,29.093,29.093,29.093,29.093,4.687,4.687,4.687,4.687
72,327,130800,13.08,32.89,32.89,32.89,32.89,5.874,8.892,7.748,7.824,29.093,29.093,29.093,29.093,4.687,5.844,4.712,4.687
73,381,152400,15.24,32.89,32.89,32.89,32.89,5.261,8.947,7.597,7.668,29.093,29.093,29.093,29.093,5.212,5.844,5.703,5.844
74,254,101600,10.16,32.89,32.89,32.89,32.89,5.83,8.704,7.65,7.773,29.093,29.093,29.093,29.093,4.275,4.687,4.533,4.687
75,132,52800,5.28,32.89,32.89,32.89,32.89,6.464,8.379,7.365,7.234,29.093,29.093,29.093,29.093,5.212,7.435,5.479,5.212
76,93,37200,3.72,32.89,32.89,32.89,32.89,4.819,8.713,7.557,7.85,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
77,183,73200,7.32,32.89,32.89,32.89,32.89,6.861,8.705,7.79,7.771,29.093,29.093,29.093,29.093,4.275,4.275,4.275,4.275
78,70,28000,2.8,32.89,32.89,32.89,32.89,7.472,8.653,7.927,7.862,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
79,51,20400,2.04,32.89,32.89,32.89,32.89,7.496,8.692,7.928,7.883,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
80,77,30800,3.08,32.89,32.89,32.89,32.89,7.535,8.563,8.031,7.985,29.093,29.093,29.093,29.093,4.275,5.212,4.908,5.212
81,104,41600,4.16,32.89,32.89,32.89,32.89,5.998,8.614,7.465,7.599,29.093,29.093,29.093,29.093,4.275,4.275,4.275,4.275
82,156,62400,6.24,32.89,32.89,32.89,32.89,7.156,8.584,7.928,7.907,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
83,110,44000,4.4,32.89,32.89,32.89,32.89,7.177,8.77,7.762,7.667,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
84,10866,4346400,434.64,32.89,32.89,32.89,32.89,3.922,9.078,7.536,7.641,29.093,29.093,29.093,29.093,4.275,5.212,5.076,5.212
85,2934,1173600,117.36,32.89,32.89,32.89,32.89,5.096,9.205,7.65,7.717,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
86,108,43200,4.32,32.89,32.89,32.89,32.89,6.349,8.55,7.687,7.789,29.093,29.093,29.093,29.093,5.212,5.212,5.212,5.212
87,413,165200,16.52,32.89,32.89,32.89,32.89,4.248,8.649,7.383,7.677,29.093,29.093,29.093,29.093,4.275,5.212,4.854,5.212
88,476,190400,19.04,32.868,32.868,32.868,32.868,3.214,7.108,4.874,4.882,29.014,29.014,29.014,29.014,17.128,17.128,17.128,17.128
