merged_group_id,final_zone_id,merge_gap_pixels,merge_gap_m,min_area_ha_threshold,passes_min_area,n_original_polygons,original_polygon_ids,original_pixel_count,merged_pixel_count,added_gap_pixel_count,original_area_ha,merged_area_ha,added_gap_area_ha
55,55,3,60,2,True,1,92,105,119,14,4.2,4.76,0.56
56,56,3,60,2,True,1,93,137,196,59,5.48,7.84,2.36
57,57,3,60,2,True,1,95,120,126,6,4.8,5.04,0.24
58,58,3,60,2,True,1,96,90,107,17,3.6,4.28,0.68
59,59,3,60,2,True,1,97,801,1016,215,32.04,40.64,8.6
60,60,3,60,2,True,1,98,331,401,70,13.24,16.04,2.8
61,61,3,60,2,True,1,99,138,144,6,5.52,5.76,0.24
62,62,3,60,2,True,1,100,111,124,13,4.44,4.96,0.52
63,63,3,60,2,True,4,"101,102,103,105",1764,2362,598,70.56,94.48,23.92
64,64,3,60,2,True,1,104,68,68,0,2.72,2.72,0.0
65,65,3,60,2,True,1,106,186,228,42,7.44,9.12,1.68
66,66,3,60,2,True,1,107,138,190,52,5.52,7.6,2.08
67,67,3,60,2,True,1,108,122,126,4,4.88,5.04,0.16
68,68,3,60,2,True,1,109,61,72,11,2.44,2.88,0.44
69,69,3,60,2,True,1,110,201,264,63,8.04,10.56,2.52
70,70,3,60,2,True,1,111,107,155,48,4.28,6.2,1.92
71,71,3,60,2,True,1,112,1062,1275,213,42.48,51.0,8.52
72,72,3,60,2,True,1,113,55,74,19,2.2,2.96,0.76
73,73,3,60,2,True,1,114,53,74,21,2.12,2.96,0.84
74,74,3,60,2,True,29,"115,116,118,120,121,122,126,129,130,131,132,133,140,141,142,145,146,148,152,155,160,174,176,178,179,180,189,191,192",186195,208217,22022,7447.8,8328.68,880.88
75,75,3,60,2,True,1,117,167,213,46,6.68,8.52,1.84
76,76,3,60,2,True,1,119,81,101,20,3.24,4.04,0.8
77,77,3,60,2,True,1,123,82,82,0,3.28,3.28,0.0
78,78,3,60,2,True,2,"124,125",268,363,95,10.72,14.52,3.8
79,79,3,60,2,True,2,"127,128",583,799,216,23.32,31.96,8.64
80,80,3,60,2,True,1,134,88,118,30,3.52,4.72,1.2
81,81,3,60,2,True,1,135,445,575,130,17.8,23.0,5.2
82,82,3,60,2,True,1,136,58,61,3,2.32,2.44,0.12
83,83,3,60,2,True,2,"137,139",818,1048,230,32.72,41.92,9.2
84,84,3,60,2,True,1,138,53,58,5,2.12,2.32,0.2
85,85,3,60,2,True,1,143,95,118,23,3.8,4.72,0.92
86,86,3,60,2,True,1,144,297,418,121,11.88,16.72,4.84
87,87,3,60,2,True,1,147,1291,1813,522,51.64,72.52,20.88
88,88,3,60,2,True,1,149,54,60,6,2.16,2.4,0.24
89,89,3,60,2,True,1,150,237,297,60,9.48,11.88,2.4
90,90,3,60,2,True,1,151,54,57,3,2.16,2.28,0.12
91,91,3,60,2,True,1,153,183,252,69,7.32,10.08,2.76
92,92,3,60,2,True,1,154,268,358,90,10.72,14.32,3.6
93,93,3,60,2,True,2,"156,159",447,612,165,17.88,24.48,6.6
94,94,3,60,2,True,4,"157,158,162,164",399,551,152,15.96,22.04,6.08
95,95,3,60,2,True,1,161,60,75,15,2.4,3.0,0.6
96,96,3,60,2,True,2,"163,169",469,753,284,18.76,30.12,11.36
97,97,3,60,2,True,1,165,194,290,96,7.76,11.6,3.84
98,98,3,60,2,True,1,166,59,59,0,2.36,2.36,0.0
99,99,3,60,2,True,1,167,76,107,31,3.04,4.28,1.24
100,100,3,60,2,True,1,168,72,108,36,2.88,4.32,1.44
101,101,3,60,2,True,2,"170,172",306,485,179,12.24,19.4,7.16
102,102,3,60,2,True,1,171,173,192,19,6.92,7.68,0.76
103,103,3,60,2,True,1,173,71,102,31,2.84,4.08,1.24
104,104,3,60,2,True,1,175,74,89,15,2.96,3.56,0.6
105,105,3,60,2,True,1,177,349,442,93,13.96,17.68,3.72
106,106,3,60,2,True,1,181,174,274,100,6.96,10.96,4.0
107,107,3,60,2,True,1,182,51,63,12,2.04,2.52,0.48
108,108,3,60,2,True,1,183,52,64,12,2.08,2.56,0.48
109,109,3,60,2,True,3,"184,186,187",1494,2277,783,59.76,91.08,31.32
110,110,3,60,2,True,1,185,61,77,16,2.44,3.08,0.64
111,111,3,60,2,True,1,188,139,220,81,5.56,8.8,3.24
112,112,3,60,2,True,1,190,341,456,115,13.64,18.24,4.6
113,113,3,60,2,True,1,193,736,909,173,29.44,36.36,6.92
114,114,3,60,2,True,1,194,79,82,3,3.16,3.28,0.12
115,115,3,60,2,True,13,"195,196,198,200,203,204,205,206,207,208,210,213,214",27528,31854,4326,1101.12,1274.16,173.04
116,116,3,60,2,True,1,197,108,125,17,4.32,5.0,0.68
117,117,3,60,2,True,1,199,67,98,31,2.68,3.92,1.24
118,118,3,60,2,True,1,201,143,154,11,5.72,6.16,0.44
119,119,3,60,2,True,1,202,204,247,43,8.16,9.88,1.72
120,120,3,60,2,True,1,209,284,390,106,11.36,15.6,4.24
121,121,3,60,2,True,1,211,172,207,35,6.88,8.28,1.4
122,122,3,60,2,True,1,212,53,65,12,2.12,2.6,0.48
123,123,3,60,2,True,1,215,115,163,48,4.6,6.52,1.92
124,124,3,60,2,True,1,216,56,61,5,2.24,2.44,0.2
125,125,3,60,2,True,1,217,50,72,22,2.0,2.88,0.88
126,126,3,60,2,True,1,218,59,95,36,2.36,3.8,1.44
127,127,3,60,2,True,1,219,57,57,0,2.28,2.28,0.0
128,128,3,60,2,True,1,220,69,86,17,2.76,3.44,0.68
129,129,3,60,2,True,1,221,74,88,14,2.96,3.52,0.56
130,130,3,60,2,True,1,222,4251,5495,1244,170.04,219.8,49.76
131,131,3,60,2,True,12,"223,226,229,230,233,245,250,255,259,263,264,266",9719,12920,3201,388.76,516.8,128.04
132,132,3,60,2,True,1,224,59,67,8,2.36,2.68,0.32
133,133,3,60,2,True,1,225,272,345,73,10.88,13.8,2.92
134,134,3,60,2,True,3,"227,238,242",2327,2990,663,93.08,119.6,26.52
135,135,3,60,2,True,1,228,54,54,0,2.16,2.16,0.0
136,136,3,60,2,True,1,231,125,138,13,5.0,5.52,0.52
137,137,3,60,2,True,1,232,145,186,41,5.8,7.44,1.64
138,138,3,60,2,True,1,234,64,88,24,2.56,3.52,0.96
139,139,3,60,2,True,1,235,206,236,30,8.24,9.44,1.2
140,140,3,60,2,True,1,236,68,68,0,2.72,2.72,0.0
141,141,3,60,2,True,1,237,425,494,69,17.0,19.76,2.76
142,142,3,60,2,True,2,"239,240",407,657,250,16.28,26.28,10.0
143,143,3,60,2,True,1,241,165,205,40,6.6,8.2,1.6
144,144,3,60,2,True,1,243,59,65,6,2.36,2.6,0.24
145,145,3,60,2,True,1,244,50,69,19,2.0,2.76,0.76
146,146,3,60,2,True,1,246,111,174,63,4.44,6.96,2.52
147,147,3,60,2,True,1,247,112,135,23,4.48,5.4,0.92
148,148,3,60,2,True,1,248,56,59,3,2.24,2.36,0.12
149,149,3,60,2,True,1,249,674,818,144,26.96,32.72,5.76
150,150,3,60,2,True,1,251,61,61,0,2.44,2.44,0.0
151,151,3,60,2,True,1,252,161,207,46,6.44,8.28,1.84
152,152,3,60,2,True,2,"253,254",167,257,90,6.68,10.28,3.6
153,153,3,60,2,True,1,256,106,125,19,4.24,5.0,0.76
154,154,3,60,2,True,1,257,112,121,9,4.48,4.84,0.36
155,155,3,60,2,True,1,258,54,67,13,2.16,2.68,0.52
156,156,3,60,2,True,1,260,63,66,3,2.52,2.64,0.12
157,157,3,60,2,True,1,261,191,223,32,7.64,8.92,1.28
158,158,3,60,2,True,1,262,161,186,25,6.44,7.44,1.0
159,159,3,60,2,True,1,265,149,214,65,5.96,8.56,2.6
160,160,3,60,2,True,1,267,6548,9058,2510,261.92,362.32,100.4
161,161,3,60,2,True,1,268,172,204,32,6.88,8.16,1.28
162,162,3,60,2,True,2,"269,270",1837,2140,303,73.48,85.6,12.12
163,163,3,60,2,True,1,271,56,74,18,2.24,2.96,0.72
164,164,3,60,2,True,4,"272,275,276,279",968,1264,296,38.72,50.56,11.84
165,165,3,60,2,True,13,"273,283,297,300,302,305,314,326,328,333,334,335,345",21755,27777,6022,870.2,1111.08,240.88
166,166,3,60,2,True,2,"274,278",3448,4142,694,137.92,165.68,27.76
167,167,3,60,2,True,1,277,106,110,4,4.24,4.4,0.16
168,168,3,60,2,True,1,280,245,323,78,9.8,12.92,3.12
169,169,3,60,2,True,1,281,61,83,22,2.44,3.32,0.88
170,170,3,60,2,True,1,282,190,207,17,7.6,8.28,0.68
171,171,3,60,2,True,1,284,179,242,63,7.16,9.68,2.52
172,172,3,60,2,True,2,"285,286",735,862,127,29.4,34.48,5.08
173,173,3,60,2,True,1,287,55,57,2,2.2,2.28,0.08
174,174,3,60,2,True,2,"288,289",1224,1456,232,48.96,58.24,9.28
175,175,3,60,2,True,1,290,61,61,0,2.44,2.44,0.0
176,176,3,60,2,True,1,291,50,50,0,2.0,2.0,0.0
177,177,3,60,2,True,1,292,67,96,29,2.68,3.84,1.16
178,178,3,60,2,True,1,293,52,52,0,2.08,2.08,0.0
179,179,3,60,2,True,1,294,74,101,27,2.96,4.04,1.08
180,180,3,60,2,True,1,295,471,612,141,18.84,24.48,5.64
181,181,3,60,2,True,2,"296,298",627,790,163,25.08,31.6,6.52
182,182,3,60,2,True,2,"299,306",388,627,239,15.52,25.08,9.56
183,183,3,60,2,True,2,"301,303",471,633,162,18.84,25.32,6.48
184,184,3,60,2,True,2,"304,307",424,598,174,16.96,23.92,6.96
185,185,3,60,2,True,1,308,64,84,20,2.56,3.36,0.8
186,186,3,60,2,True,113,"309,321,323,324,330,343,348,359,365,373,374,375,391,398,410,419,421,422,424,425,426,427,437,448,450,454,456,460,461,471,476,478,480,481,482,483,484,485,491,492,498,500,501,503,506,507,508,511,512,513,519,520,521,522,524,526,527,528,530,531,534,535,538,540,543,544,547,550,552,553,554,555,557,560,562,564,565,566,567,569,572,576,582,583,586,587,588,589,593,594,596,599,600,601,602,605,612,614,618,621,623,625,628,630,633,635,636,638,641,642,643,669,686",1198484,1287445,88961,47939.36,51497.8,3558.44
187,187,3,60,2,True,5,"310,311,320,322,338",5076,6635,1559,203.04,265.4,62.36
188,188,3,60,2,True,1,312,515,596,81,20.6,23.84,3.24
189,189,3,60,2,True,1,313,194,240,46,7.76,9.6,1.84
190,190,3,60,2,True,1,315,63,80,17,2.52,3.2,0.68
191,191,3,60,2,True,1,316,59,73,14,2.36,2.92,0.56
192,192,3,60,2,True,1,317,65,69,4,2.6,2.76,0.16
193,193,3,60,2,True,1,318,160,179,19,6.4,7.16,0.76
194,194,3,60,2,True,1,319,76,104,28,3.04,4.16,1.12
195,195,3,60,2,True,1,325,52,52,0,2.08,2.08,0.0
196,196,3,60,2,True,1,327,51,51,0,2.04,2.04,0.0
197,197,3,60,2,True,1,329,66,71,5,2.64,2.84,0.2
198,198,3,60,2,True,1,331,59,72,13,2.36,2.88,0.52
199,199,3,60,2,True,1,332,50,50,0,2.0,2.0,0.0
200,200,3,60,2,True,4,"336,337,347,357",2677,3502,825,107.08,140.08,33.0
201,201,3,60,2,True,1,339,51,51,0,2.04,2.04,0.0
202,202,3,60,2,True,1,340,58,68,10,2.32,2.72,0.4
203,203,3,60,2,True,3,"341,342,361",2601,3142,541,104.04,125.68,21.64
204,204,3,60,2,True,1,344,109,117,8,4.36,4.68,0.32
205,205,3,60,2,True,1,346,116,140,24,4.64,5.6,0.96
206,206,3,60,2,True,2,"349,354",672,821,149,26.88,32.84,5.96
207,207,3,60,2,True,1,350,85,119,34,3.4,4.76,1.36
208,208,3,60,2,True,2,"351,356",314,359,45,12.56,14.36,1.8
209,209,3,60,2,True,2,"352,355",202,307,105,8.08,12.28,4.2
210,210,3,60,2,True,1,353,207,299,92,8.28,11.96,3.68
211,211,3,60,2,True,1,358,107,134,27,4.28,5.36,1.08
212,212,3,60,2,True,1,360,487,591,104,19.48,23.64,4.16
213,213,3,60,2,True,2,"362,364",166,278,112,6.64,11.12,4.48
214,214,3,60,2,True,1,363,97,108,11,3.88,4.32,0.44
215,215,3,60,2,True,1,366,76,83,7,3.04,3.32,0.28
216,216,3,60,2,True,1,367,144,169,25,5.76,6.76,1.0
217,217,3,60,2,True,2,"368,370",128,204,76,5.12,8.16,3.04
218,218,3,60,2,True,1,369,51,51,0,2.04,2.04,0.0
219,219,3,60,2,True,1,371,72,83,11,2.88,3.32,0.44
220,220,3,60,2,True,1,372,77,92,15,3.08,3.68,0.6
221,221,3,60,2,True,1,376,68,91,23,2.72,3.64,0.92
222,222,3,60,2,True,2,"377,378",542,881,339,21.68,35.24,13.56
223,223,3,60,2,True,1,379,107,117,10,4.28,4.68,0.4
224,224,3,60,2,True,1,380,215,260,45,8.6,10.4,1.8
225,225,3,60,2,True,1,381,56,77,21,2.24,3.08,0.84
226,226,3,60,2,True,1,382,62,70,8,2.48,2.8,0.32
227,227,3,60,2,True,1,383,417,581,164,16.68,23.24,6.56
228,228,3,60,2,True,1,384,62,94,32,2.48,3.76,1.28
229,229,3,60,2,True,1,385,52,59,7,2.08,2.36,0.28
230,230,3,60,2,True,1,386,102,119,17,4.08,4.76,0.68
231,231,3,60,2,True,1,387,589,802,213,23.56,32.08,8.52
232,232,3,60,2,True,1,388,55,64,9,2.2,2.56,0.36
233,233,3,60,2,True,1,389,50,50,0,2.0,2.0,0.0
234,234,3,60,2,True,1,390,111,142,31,4.44,5.68,1.24
235,235,3,60,2,True,1,392,82,109,27,3.28,4.36,1.08
236,236,3,60,2,True,1,393,115,119,4,4.6,4.76,0.16
237,237,3,60,2,True,1,394,51,51,0,2.04,2.04,0.0
238,238,3,60,2,True,1,395,71,85,14,2.84,3.4,0.56
239,239,3,60,2,True,1,396,51,51,0,2.04,2.04,0.0
240,240,3,60,2,True,1,397,74,82,8,2.96,3.28,0.32
241,241,3,60,2,True,1,399,131,149,18,5.24,5.96,0.72
242,242,3,60,2,True,1,400,79,91,12,3.16,3.64,0.48
243,243,3,60,2,True,1,401,73,88,15,2.92,3.52,0.6
244,244,3,60,2,True,1,402,50,58,8,2.0,2.32,0.32
245,245,3,60,2,True,1,403,108,111,3,4.32,4.44,0.12
246,246,3,60,2,True,1,404,262,322,60,10.48,12.88,2.4
247,247,3,60,2,True,1,405,859,1007,148,34.36,40.28,5.92
248,248,3,60,2,True,2,"406,408",247,348,101,9.88,13.92,4.04
249,249,3,60,2,True,1,407,138,160,22,5.52,6.4,0.88
250,250,3,60,2,True,1,409,72,72,0,2.88,2.88,0.0
251,251,3,60,2,True,1,411,56,59,3,2.24,2.36,0.12
252,252,3,60,2,True,2,"412,414",163,205,42,6.52,8.2,1.68
253,253,3,60,2,True,1,413,285,354,69,11.4,14.16,2.76
254,254,3,60,2,True,1,415,426,704,278,17.04,28.16,11.12
255,255,3,60,2,True,1,416,110,134,24,4.4,5.36,0.96
256,256,3,60,2,True,3,"417,418,423",6444,9301,2857,257.76,372.04,114.28
257,257,3,60,2,True,1,420,76,105,29,3.04,4.2,1.16
258,258,3,60,2,True,1,428,51,51,0,2.04,2.04,0.0
259,259,3,60,2,True,4,"429,430,432,436",1644,2281,637,65.76,91.24,25.48
260,260,3,60,2,True,3,"431,433,438",270,351,81,10.8,14.04,3.24
261,261,3,60,2,True,1,434,159,203,44,6.36,8.12,1.76
262,262,3,60,2,True,1,435,86,90,4,3.44,3.6,0.16
263,263,3,60,2,True,1,439,68,75,7,2.72,3.0,0.28
264,264,3,60,2,True,4,"440,442,443,449",1943,2520,577,77.72,100.8,23.08
265,265,3,60,2,True,1,441,91,126,35,3.64,5.04,1.4
266,266,3,60,2,True,1,444,89,96,7,3.56,3.84,0.28
267,267,3,60,2,True,2,"445,453",1075,1324,249,43.0,52.96,9.96
268,268,3,60,2,True,1,446,97,115,18,3.88,4.6,0.72
269,269,3,60,2,True,2,"447,451",377,483,106,15.08,19.32,4.24
270,270,3,60,2,True,1,452,61,64,3,2.44,2.56,0.12
271,271,3,60,2,True,2,"455,457",165,243,78,6.6,9.72,3.12
272,272,3,60,2,True,1,458,137,241,104,5.48,9.64,4.16
273,273,3,60,2,True,1,459,1502,1922,420,60.08,76.88,16.8
274,274,3,60,2,True,2,"462,463",184,240,56,7.36,9.6,2.24
275,275,3,60,2,True,2,"464,466",619,925,306,24.76,37.0,12.24
276,276,3,60,2,True,1,465,90,93,3,3.6,3.72,0.12
277,277,3,60,2,True,2,"467,468",186,213,27,7.44,8.52,1.08
278,278,3,60,2,True,1,469,51,54,3,2.04,2.16,0.12
279,279,3,60,2,True,1,470,96,102,6,3.84,4.08,0.24
280,280,3,60,2,True,2,"472,473",773,976,203,30.92,39.04,8.12
281,281,3,60,2,True,1,474,149,191,42,5.96,7.64,1.68
282,282,3,60,2,True,1,475,91,99,8,3.64,3.96,0.32
283,283,3,60,2,True,1,477,177,220,43,7.08,8.8,1.72
284,284,3,60,2,True,1,479,55,55,0,2.2,2.2,0.0
285,285,3,60,2,True,3,"486,488,490",593,918,325,23.72,36.72,13.0
286,286,3,60,2,True,1,487,332,379,47,13.28,15.16,1.88
287,287,3,60,2,True,1,489,63,73,10,2.52,2.92,0.4
288,288,3,60,2,True,1,493,229,338,109,9.16,13.52,4.36
289,289,3,60,2,True,1,494,146,180,34,5.84,7.2,1.36
290,290,3,60,2,True,3,"495,497,499",743,894,151,29.72,35.76,6.04
291,291,3,60,2,True,1,496,428,525,97,17.12,21.0,3.88
292,292,3,60,2,True,1,502,58,71,13,2.32,2.84,0.52
293,293,3,60,2,True,1,504,111,120,9,4.44,4.8,0.36
294,294,3,60,2,True,1,505,106,123,17,4.24,4.92,0.68
295,295,3,60,2,True,1,509,108,117,9,4.32,4.68,0.36
296,296,3,60,2,True,3,"510,515,518",1528,1925,397,61.12,77.0,15.88
297,297,3,60,2,True,1,514,83,96,13,3.32,3.84,0.52
298,298,3,60,2,True,2,"516,517",284,396,112,11.36,15.84,4.48
299,299,3,60,2,True,1,523,83,127,44,3.32,5.08,1.76
300,300,3,60,2,True,1,525,106,113,7,4.24,4.52,0.28
301,301,3,60,2,True,1,529,364,422,58,14.56,16.88,2.32
302,302,3,60,2,True,3,"532,533,536",332,461,129,13.28,18.44,5.16
303,303,3,60,2,True,1,537,778,898,120,31.12,35.92,4.8
304,304,3,60,2,True,1,539,148,179,31,5.92,7.16,1.24
305,305,3,60,2,True,1,541,84,84,0,3.36,3.36,0.0
306,306,3,60,2,True,1,542,179,203,24,7.16,8.12,0.96
307,307,3,60,2,True,1,545,75,91,16,3.0,3.64,0.64
308,308,3,60,2,True,1,546,85,97,12,3.4,3.88,0.48
309,309,3,60,2,True,2,"548,551",1498,1727,229,59.92,69.08,9.16
310,310,3,60,2,True,1,549,214,303,89,8.56,12.12,3.56
311,311,3,60,2,True,1,556,84,115,31,3.36,4.6,1.24
312,312,3,60,2,True,1,558,121,155,34,4.84,6.2,1.36
313,313,3,60,2,True,1,559,117,123,6,4.68,4.92,0.24
314,314,3,60,2,True,1,561,167,191,24,6.68,7.64,0.96
315,315,3,60,2,True,1,563,80,83,3,3.2,3.32,0.12
316,316,3,60,2,True,1,568,50,54,4,2.0,2.16,0.16
317,317,3,60,2,True,1,570,64,65,1,2.56,2.6,0.04
318,318,3,60,2,True,2,"571,580",516,700,184,20.64,28.0,7.36
319,319,3,60,2,True,1,573,154,172,18,6.16,6.88,0.72
320,320,3,60,2,True,2,"574,578",113,120,7,4.52,4.8,0.28
321,321,3,60,2,True,1,575,51,82,31,2.04,3.28,1.24
322,322,3,60,2,True,1,577,75,88,13,3.0,3.52,0.52
323,323,3,60,2,True,1,579,58,94,36,2.32,3.76,1.44
324,324,3,60,2,True,1,581,57,57,0,2.28,2.28,0.0
325,325,3,60,2,True,1,584,106,139,33,4.24,5.56,1.32
326,326,3,60,2,True,1,585,318,329,11,12.72,13.16,0.44
327,327,3,60,2,True,1,590,84,111,27,3.36,4.44,1.08
328,328,3,60,2,True,1,591,101,157,56,4.04,6.28,2.24
329,329,3,60,2,True,1,592,54,62,8,2.16,2.48,0.32
330,330,3,60,2,True,1,595,91,95,4,3.64,3.8,0.16
331,331,3,60,2,True,1,597,58,61,3,2.32,2.44,0.12
332,332,3,60,2,True,1,598,55,58,3,2.2,2.32,0.12
333,333,3,60,2,True,1,603,104,116,12,4.16,4.64,0.48
334,334,3,60,2,True,1,604,140,149,9,5.6,5.96,0.36
335,335,3,60,2,True,1,606,55,64,9,2.2,2.56,0.36
336,336,3,60,2,True,1,607,122,134,12,4.88,5.36,0.48
337,337,3,60,2,True,1,608,86,111,25,3.44,4.44,1.0
338,338,3,60,2,True,1,609,53,59,6,2.12,2.36,0.24
339,339,3,60,2,True,1,610,374,454,80,14.96,18.16,3.2
340,340,3,60,2,True,1,611,184,215,31,7.36,8.6,1.24
341,341,3,60,2,True,1,613,54,63,9,2.16,2.52,0.36
342,342,3,60,2,True,1,615,53,61,8,2.12,2.44,0.32
343,343,3,60,2,True,1,616,70,85,15,2.8,3.4,0.6
344,344,3,60,2,True,1,617,51,62,11,2.04,2.48,0.44
345,345,3,60,2,True,1,619,129,159,30,5.16,6.36,1.2
346,346,3,60,2,True,2,"620,626",632,810,178,25.28,32.4,7.12
347,347,3,60,2,True,1,622,80,97,17,3.2,3.88,0.68
348,348,3,60,2,True,1,624,51,61,10,2.04,2.44,0.4
349,349,3,60,2,True,1,627,67,70,3,2.68,2.8,0.12
350,350,3,60,2,True,1,629,69,74,5,2.76,2.96,0.2
351,351,3,60,2,True,1,631,112,125,13,4.48,5.0,0.52
352,352,3,60,2,True,1,632,208,250,42,8.32,10.0,1.68
353,353,3,60,2,True,1,634,81,110,29,3.24,4.4,1.16
354,354,3,60,2,True,1,637,294,327,33,11.76,13.08,1.32
355,355,3,60,2,True,1,639,107,133,26,4.28,5.32,1.04
356,356,3,60,2,True,1,640,151,155,4,6.04,6.2,0.16
357,357,3,60,2,True,5,"644,646,647,649,653",595,967,372,23.8,38.68,14.88
358,358,3,60,2,True,1,645,73,87,14,2.92,3.48,0.56
359,359,3,60,2,True,1,648,97,106,9,3.88,4.24,0.36
360,360,3,60,2,True,3,"650,651,654",734,978,244,29.36,39.12,9.76
361,361,3,60,2,True,1,652,77,106,29,3.08,4.24,1.16
362,362,3,60,2,True,1,655,74,103,29,2.96,4.12,1.16
363,363,3,60,2,True,1,656,91,120,29,3.64,4.8,1.16
364,364,3,60,2,True,1,657,118,146,28,4.72,5.84,1.12
365,365,3,60,2,True,1,658,70,70,0,2.8,2.8,0.0
366,366,3,60,2,True,1,659,51,54,3,2.04,2.16,0.12
367,367,3,60,2,True,1,660,79,107,28,3.16,4.28,1.12
368,368,3,60,2,True,1,661,81,116,35,3.24,4.64,1.4
369,369,3,60,2,True,1,662,96,114,18,3.84,4.56,0.72
370,370,3,60,2,True,3,"663,664,670",804,1241,437,32.16,49.64,17.48
371,371,3,60,2,True,1,665,75,79,4,3.0,3.16,0.16
372,372,3,60,2,True,1,666,69,76,7,2.76,3.04,0.28
373,373,3,60,2,True,3,"667,674,678",408,534,126,16.32,21.36,5.04
374,374,3,60,2,True,1,668,109,119,10,4.36,4.76,0.4
375,375,3,60,2,True,2,"671,676",225,286,61,9.0,11.44,2.44
376,376,3,60,2,True,1,672,74,105,31,2.96,4.2,1.24
377,377,3,60,2,True,1,673,74,80,6,2.96,3.2,0.24
378,378,3,60,2,True,2,"675,681",232,346,114,9.28,13.84,4.56
379,379,3,60,2,True,1,677,418,489,71,16.72,19.56,2.84
380,380,3,60,2,True,1,679,98,114,16,3.92,4.56,0.64
381,381,3,60,2,True,3,"680,684,685",399,515,116,15.96,20.6,4.64
382,382,3,60,2,True,1,682,89,108,19,3.56,4.32,0.76
