scenario;zone_id;pixel_count;area_m2;area_ha;input_file;salinity_min;salinity_max;salinity_mean;salinity_median;depth_min;depth_max;depth_mean;depth_median;temperature_min;temperature_max;temperature_mean;temperature_median;sedimentation_min;sedimentation_max;sedimentation_mean;sedimentation_median
noCheck4factor;1;102;40800;4.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;6.838;8.048;7.382;7.347;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
noCheck4factor;2;153;61200;6.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.114;33.114;33.114;33.114;6.555;8.069;7.354;7.396;28.978;28.978;28.978;28.978;6.419;6.419;6.419;6.419
noCheck4factor;3;1392;556800;55.68;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.114;33.106;33.099;6.249;8.611;7.685;7.747;28.978;29.066;29.025;29.066;4.295;6.419;5.296;4.295
noCheck4factor;4;983;393200;39.32;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.055;8.427;7.837;7.853;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
noCheck4factor;5;314;125600;12.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.114;33.114;33.114;33.114;6.867;8.309;7.716;7.716;28.978;28.978;28.978;28.978;6.419;6.419;6.419;6.419
noCheck4factor;6;144;57600;5.76;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.591;8.369;7.596;7.568;29.096;29.096;29.096;29.096;6.522;6.522;6.522;6.522
noCheck4factor;7;62;24800;2.48;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.028;8.48;7.73;7.702;29.096;29.096;29.096;29.096;6.522;6.522;6.522;6.522
noCheck4factor;8;15803;6321200;632.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;5.179;8.942;7.586;7.642;29.096;29.096;29.096;29.096;4.12;6.522;6.24;6.522
noCheck4factor;9;1875;750000;75.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.118;33.123;6.27;8.711;7.632;7.642;29.046;29.096;29.068;29.046;6.367;9.83;8.28;9.83
noCheck4factor;10;76;30400;3.04;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.638;8.079;7.464;7.502;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
noCheck4factor;11;59;23600;2.36;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.225;8.509;7.975;7.986;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
noCheck4factor;12;1775;710000;71.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;6.332;8.758;7.818;7.866;29.046;29.046;29.046;29.046;9.83;9.83;9.83;9.83
noCheck4factor;13;95;38000;3.8;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.012;8.458;7.745;7.747;29.046;29.046;29.046;29.046;9.83;9.83;9.83;9.83
noCheck4factor;14;262;104800;10.48;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.072;8.388;7.57;7.581;29.096;29.096;29.096;29.096;4.284;6.367;4.785;4.284
noCheck4factor;15;61;24400;2.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;6.803;8.315;7.635;7.566;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
noCheck4factor;16;898;359200;35.92;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.674;8.849;7.967;7.941;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
noCheck4factor;17;702;280800;28.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.114;33.113;5.302;8.621;7.36;7.436;29.046;29.096;29.094;29.096;4.284;5.215;4.328;4.284
noCheck4factor;18;327;130800;13.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;5.874;8.117;7.25;7.31;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
noCheck4factor;19;171;68400;6.84;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.077;8.422;7.415;7.394;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
noCheck4factor;20;103;41200;4.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.213;8.236;7.683;7.698;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
noCheck4factor;21;109;43600;4.36;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.138;8.831;7.782;7.667;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
noCheck4factor;22;104;41600;4.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;6.932;8.091;7.513;7.522;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
noCheck4factor;23;154;61600;6.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.265;8.46;7.834;7.83;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
noCheck4factor;24;814;325600;32.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.852;8.821;7.949;7.972;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
noCheck4factor;25;129;51600;5.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.025;8.586;7.652;7.622;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
noCheck4factor;26;50;20000;2.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.3;8.575;7.906;7.9;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
