scenario;zone_id;pixel_count;area_m2;area_ha;input_file;salinity_min;salinity_max;salinity_mean;salinity_median;depth_min;depth_max;depth_mean;depth_median;temperature_min;temperature_max;temperature_mean;temperature_median;sedimentation_min;sedimentation_max;sedimentation_mean;sedimentation_median
check4factor;1;661;264400;26.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;6.847;7.989;7.559;7.564;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;2;7976;3190400;319.04;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.114;33.105;33.099;5.811;8.0;7.63;7.711;28.978;29.066;29.034;29.066;4.295;6.419;5.082;4.295
check4factor;3;81;32400;3.24;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.158;8.0;7.763;7.819;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;4;50;20000;2.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.4;7.999;7.745;7.774;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;5;237;94800;9.48;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.022;8.0;7.743;7.78;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;6;61;24400;2.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.458;7.988;7.821;7.849;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;7;72;28800;2.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.544;7.999;7.853;7.879;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;8;179;71600;7.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.114;33.114;33.114;7.233;7.995;7.762;7.809;28.978;29.096;28.994;28.978;4.12;6.419;6.11;6.419
check4factor;9;21577;8630800;863.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;5.179;8.0;7.458;7.567;29.096;29.096;29.096;29.096;4.12;6.522;6.034;6.522
check4factor;10;80;32000;3.2;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.11;7.996;7.669;7.662;29.096;29.096;29.096;29.096;6.522;6.522;6.522;6.522
check4factor;11;53;21200;2.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.449;7.937;7.525;7.579;29.096;29.096;29.096;29.096;4.12;4.12;4.12;4.12
check4factor;12;98;39200;3.92;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.886;7.993;7.658;7.704;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;13;74;29600;2.96;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.077;8.0;7.728;7.795;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;14;9950;3980000;398.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.119;33.123;5.699;8.0;7.447;7.458;29.046;29.096;29.064;29.046;6.367;9.83;8.606;9.83
check4factor;15;235;94000;9.4;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.361;7.977;7.375;7.445;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;16;133;53200;5.32;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.038;7.999;7.751;7.814;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;17;114;45600;4.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.319;8.0;7.801;7.815;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;18;111;44400;4.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;5.644;7.998;7.436;7.591;29.096;29.096;29.096;29.096;6.367;6.367;6.367;6.367
check4factor;19;108;43200;4.32;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.29;7.989;7.487;7.533;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;20;155;62000;6.2;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.967;7.998;7.624;7.643;29.096;29.096;29.096;29.096;4.261;6.367;5.756;6.367
check4factor;21;75;30000;3.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;5.929;7.99;7.223;7.346;29.096;29.096;29.096;29.096;6.367;6.367;6.367;6.367
check4factor;22;69;27600;2.76;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.683;7.92;7.507;7.552;29.096;29.096;29.096;29.096;6.367;6.367;6.367;6.367
