scenario;zone_id;pixel_count;area_m2;area_ha;input_file;salinity_min;salinity_max;salinity_mean;salinity_median;depth_min;depth_max;depth_mean;depth_median;temperature_min;temperature_max;temperature_mean;temperature_median;sedimentation_min;sedimentation_max;sedimentation_mean;sedimentation_median
check4factor;1;89;35600;3.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;6.838;7.883;7.342;7.302;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;2;151;60400;6.04;factor_suitability_2025_Depth_10m_2025_highest.tif;33.114;33.114;33.114;33.114;6.555;7.981;7.345;7.395;28.978;28.978;28.978;28.978;6.419;6.419;6.419;6.419
check4factor;3;80;32000;3.2;factor_suitability_2025_Depth_10m_2025_highest.tif;33.114;33.114;33.114;33.114;6.249;7.998;7.233;7.272;28.978;28.978;28.978;28.978;6.419;6.419;6.419;6.419
check4factor;4;1029;411600;41.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.114;33.106;33.099;6.258;8.0;7.592;7.678;28.978;29.066;29.024;29.066;4.295;6.419;5.321;4.295
check4factor;5;772;308800;30.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;7.055;7.998;7.772;7.798;29.066;29.066;29.066;29.066;4.295;4.295;4.295;4.295
check4factor;6;260;104000;10.4;factor_suitability_2025_Depth_10m_2025_highest.tif;33.114;33.114;33.114;33.114;6.867;7.995;7.635;7.65;28.978;28.978;28.978;28.978;6.419;6.419;6.419;6.419
check4factor;7;130;52000;5.2;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.591;7.994;7.538;7.547;29.096;29.096;29.096;29.096;6.522;6.522;6.522;6.522
check4factor;8;52;20800;2.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.028;7.985;7.634;7.66;29.096;29.096;29.096;29.096;6.522;6.522;6.522;6.522
check4factor;9;12790;5116000;511.6;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;5.179;8.0;7.456;7.565;29.096;29.096;29.096;29.096;4.12;6.522;6.325;6.522
check4factor;10;245;98000;9.8;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.115;33.113;6.694;7.992;7.536;7.584;29.046;29.096;29.088;29.096;6.367;9.83;6.904;6.367
check4factor;11;56;22400;2.24;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.638;7.938;7.409;7.474;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;12;1200;480000;48.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.12;33.123;6.27;8.0;7.528;7.575;29.046;29.096;29.06;29.046;6.367;9.83;8.866;9.83
check4factor;13;117;46800;4.68;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.833;7.974;7.467;7.48;29.096;29.096;29.096;29.096;6.367;6.367;6.367;6.367
check4factor;14;402;160800;16.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.05;8.0;7.734;7.784;29.096;29.096;29.096;29.096;4.261;4.261;4.261;4.261
check4factor;15;1099;439600;43.96;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;6.332;7.999;7.646;7.719;29.046;29.046;29.046;29.046;9.83;9.83;9.83;9.83
check4factor;16;107;42800;4.28;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.095;7.999;7.689;7.708;29.046;29.046;29.046;29.046;9.83;9.83;9.83;9.83
check4factor;17;72;28800;2.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.186;7.985;7.686;7.726;29.046;29.046;29.046;29.046;9.83;9.83;9.83;9.83
check4factor;18;229;91600;9.16;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.072;7.993;7.484;7.529;29.096;29.096;29.096;29.096;4.284;6.367;4.821;4.284
check4factor;19;384;153600;15.36;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.71;7.994;7.689;7.713;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
check4factor;20;649;259600;25.96;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.123;33.114;33.113;5.302;7.993;7.291;7.394;29.046;29.096;29.094;29.096;4.284;5.215;4.324;4.284
check4factor;21;325;130000;13.0;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;5.874;7.98;7.245;7.309;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
check4factor;22;136;54400;5.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.141;7.987;7.354;7.366;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
check4factor;23;76;30400;3.04;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.138;7.98;7.594;7.581;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
check4factor;24;78;31200;3.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.213;7.987;7.639;7.664;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
check4factor;25;101;40400;4.04;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;6.932;7.969;7.496;7.519;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
check4factor;26;121;48400;4.84;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;7.265;8.0;7.767;7.788;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
check4factor;27;341;136400;13.64;factor_suitability_2025_Depth_10m_2025_highest.tif;33.113;33.113;33.113;33.113;6.852;7.998;7.683;7.716;29.096;29.096;29.096;29.096;4.284;4.284;4.284;4.284
check4factor;28;111;44400;4.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.123;33.123;33.123;33.123;7.025;7.997;7.581;7.593;29.046;29.046;29.046;29.046;5.215;5.215;5.215;5.215
check4factor;29;61;24400;2.44;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;5.076;7.706;6.743;6.718;29.077;29.077;29.077;29.077;14.336;14.336;14.336;14.336
check4factor;30;268;107200;10.72;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;4.184;7.379;5.681;5.613;29.077;29.077;29.077;29.077;14.336;14.336;14.336;14.336
check4factor;31;114;45600;4.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;4.753;7.976;6.774;6.884;29.077;29.077;29.077;29.077;14.336;14.336;14.336;14.336
check4factor;32;388;155200;15.52;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.196;7.519;6.093;6.041;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;33;785;314000;31.4;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;5.5;7.534;6.812;6.883;29.077;29.077;29.077;29.077;9.106;9.106;9.106;9.106
check4factor;34;221;88400;8.84;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;6.069;7.953;6.822;6.788;29.077;29.077;29.077;29.077;9.106;9.106;9.106;9.106
check4factor;35;294;117600;11.76;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.08;7.425;5.458;5.422;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;36;202;80800;8.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.368;7.83;6.059;6.03;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;37;65;26000;2.6;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.818;6.572;5.434;5.328;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;38;113;45200;4.52;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.653;6.749;5.639;5.669;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;39;623;249200;24.92;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;5.345;7.972;6.888;6.919;29.077;29.077;29.077;29.077;9.106;9.106;9.106;9.106
check4factor;40;218;87200;8.72;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.104;33.104;33.104;5.347;7.309;6.436;6.629;28.951;29.077;29.073;29.077;9.106;13.535;9.248;9.106
check4factor;41;196;78400;7.84;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.043;7.628;5.939;5.97;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;42;122;48800;4.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;5.406;7.383;6.612;6.702;28.951;28.951;28.951;28.951;13.535;13.535;13.535;13.535
check4factor;43;212;84800;8.48;factor_suitability_2025_Depth_10m_2025_highest.tif;33.104;33.104;33.104;33.104;6.102;7.998;7.555;7.611;29.077;29.077;29.077;29.077;5.719;9.106;6.278;5.719
check4factor;44;285;114000;11.4;factor_suitability_2025_Depth_10m_2025_highest.tif;33.08;33.08;33.08;33.08;4.078;7.672;5.32;5.174;28.755;28.755;28.755;28.755;19.892;19.892;19.892;19.892
check4factor;45;90;36000;3.6;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.038;7.135;5.881;5.906;28.951;28.951;28.951;28.951;16.128;16.128;16.128;16.128
check4factor;46;2082;832800;83.28;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.234;7.981;6.423;6.52;28.951;28.951;28.951;28.951;11.639;11.639;11.639;11.639
check4factor;47;142;56800;5.68;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.581;7.997;6.649;6.768;28.951;28.951;28.951;28.951;11.639;16.128;11.861;11.639
check4factor;48;247;98800;9.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.155;7.91;6.004;6.046;28.951;28.951;28.951;28.951;7.804;11.639;7.974;7.804
check4factor;49;115;46000;4.6;factor_suitability_2025_Depth_10m_2025_highest.tif;33.08;33.08;33.08;33.08;4.903;7.415;6.241;6.192;28.755;28.755;28.755;28.755;19.892;19.892;19.892;19.892
check4factor;50;928;371200;37.12;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.25;7.919;6.133;6.127;28.951;28.951;28.951;28.951;16.128;16.128;16.128;16.128
check4factor;51;252;100800;10.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.503;6.596;5.324;5.284;28.951;28.951;28.951;28.951;11.639;11.639;11.639;11.639
check4factor;52;396;158400;15.84;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.038;7.308;5.647;5.618;28.951;28.951;28.951;28.951;11.639;11.639;11.639;11.639
check4factor;53;57;22800;2.28;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.579;7.472;5.896;5.834;28.951;28.951;28.951;28.951;11.639;11.639;11.639;11.639
check4factor;54;1617;646800;64.68;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.002;7.82;5.722;5.636;28.951;28.951;28.951;28.951;16.128;16.128;16.128;16.128
check4factor;55;82;32800;3.28;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.709;7.972;6.352;6.213;28.951;28.951;28.951;28.951;16.128;16.128;16.128;16.128
check4factor;56;188;75200;7.52;factor_suitability_2025_Depth_10m_2025_highest.tif;33.099;33.099;33.099;33.099;4.046;7.599;5.558;5.482;28.951;28.951;28.951;28.951;16.128;16.128;16.128;16.128
check4factor;57;291;116400;11.64;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;4.307;8.0;6.941;6.937;28.874;28.874;28.874;28.874;15.064;15.064;15.064;15.064
check4factor;58;982;392800;39.28;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;4.129;7.992;6.893;6.933;28.874;28.874;28.874;28.874;15.064;15.064;15.064;15.064
check4factor;59;122;48800;4.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;6.104;7.982;6.794;6.753;28.874;28.874;28.874;28.874;18.716;18.716;18.716;18.716
check4factor;60;255;102000;10.2;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;5.762;7.992;6.986;7.011;28.874;28.874;28.874;28.874;15.064;15.064;15.064;15.064
check4factor;61;139;55600;5.56;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;5.384;7.992;6.933;6.883;28.874;28.874;28.874;28.874;17.097;17.097;17.097;17.097
check4factor;62;97;38800;3.88;factor_suitability_2025_Depth_10m_2025_highest.tif;33.055;33.055;33.055;33.055;6.137;7.986;7.447;7.517;28.874;28.874;28.874;28.874;10.106;10.106;10.106;10.106
check4factor;63;213;85200;8.52;factor_suitability_2025_Depth_10m_2025_highest.tif;33.007;33.007;33.007;33.007;7.006;8.0;7.564;7.599;28.916;28.916;28.916;28.916;5.764;5.764;5.764;5.764
check4factor;64;77;30800;3.08;factor_suitability_2025_Depth_10m_2025_highest.tif;33.007;33.007;33.007;33.007;7.182;7.989;7.707;7.746;28.916;28.916;28.916;28.916;5.764;5.764;5.764;5.764
check4factor;65;66;26400;2.64;factor_suitability_2025_Depth_10m_2025_highest.tif;33.007;33.007;33.007;33.007;6.285;7.995;6.982;6.978;28.916;28.916;28.916;28.916;15.69;15.69;15.69;15.69
check4factor;66;53;21200;2.12;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.366;7.95;7.406;7.567;28.947;28.947;28.947;28.947;9.79;9.79;9.79;9.79
check4factor;67;2608;1043200;104.32;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;4.062;7.999;7.045;6.986;28.947;28.947;28.947;28.947;7.836;7.836;7.836;7.836
check4factor;68;68;27200;2.72;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.419;7.881;7.108;7.039;28.947;28.947;28.947;28.947;7.836;7.836;7.836;7.836
check4factor;69;103;41200;4.12;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.316;7.984;7.227;7.232;28.947;28.947;28.947;28.947;9.79;9.79;9.79;9.79
check4factor;70;265;106000;10.6;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.063;7.998;7.615;7.679;28.947;28.947;28.947;28.947;9.79;9.79;9.79;9.79
check4factor;71;90;36000;3.6;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.508;7.999;7.558;7.657;28.947;28.947;28.947;28.947;9.79;9.79;9.79;9.79
check4factor;72;82;32800;3.28;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;6.566;7.986;7.601;7.699;28.947;28.947;28.947;28.947;9.79;9.79;9.79;9.79
check4factor;73;497;198800;19.88;factor_suitability_2025_Depth_10m_2025_highest.tif;32.949;32.949;32.949;32.949;5.92;7.991;7.381;7.469;28.837;28.837;28.837;28.837;15.662;15.662;15.662;15.662
check4factor;74;612;244800;24.48;factor_suitability_2025_Depth_10m_2025_highest.tif;32.96;32.96;32.96;32.96;5.611;7.995;6.99;6.983;28.947;28.947;28.947;28.947;7.836;7.836;7.836;7.836
check4factor;75;383;153200;15.32;factor_suitability_2025_Depth_10m_2025_highest.tif;32.949;32.96;32.955;32.96;5.825;7.999;7.467;7.57;28.837;28.947;28.895;28.947;11.896;15.662;13.675;11.896
check4factor;76;118;47200;4.72;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;4.718;7.993;7.375;7.64;29.093;29.093;29.093;29.093;5.844;5.844;5.844;5.844
check4factor;77;144;57600;5.76;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;6.395;7.987;7.117;7.003;29.093;29.093;29.093;29.093;7.435;7.435;7.435;7.435
check4factor;78;316;126400;12.64;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;5.003;7.997;6.953;7.042;29.093;29.093;29.093;29.093;4.687;4.687;4.687;4.687
check4factor;79;63;25200;2.52;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;6.179;7.908;7.572;7.607;29.093;29.093;29.093;29.093;5.844;5.844;5.844;5.844
check4factor;80;52;20800;2.08;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;4.803;7.99;6.85;7.13;29.093;29.093;29.093;29.093;5.844;5.844;5.844;5.844
check4factor;81;92;36800;3.68;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;5.633;7.998;7.205;7.398;29.093;29.093;29.093;29.093;4.275;4.275;4.275;4.275
check4factor;82;75;30000;3.0;factor_suitability_2025_Depth_10m_2025_highest.tif;32.89;32.89;32.89;32.89;6.192;7.928;7.167;7.246;29.093;29.093;29.093;29.093;4.275;4.275;4.275;4.275
check4factor;83;81;32400;3.24;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;6.149;7.979;6.934;6.806;29.014;29.014;29.014;29.014;7.821;7.821;7.821;7.821
check4factor;84;51;20400;2.04;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;6.005;7.928;6.609;6.498;29.014;29.014;29.014;29.014;8.312;8.312;8.312;8.312
check4factor;85;305;122000;12.2;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;5.54;7.121;6.323;6.283;29.014;29.014;29.014;29.014;8.312;8.312;8.312;8.312
check4factor;86;627;250800;25.08;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;4.215;7.998;6.253;6.181;29.014;29.014;29.014;29.014;8.312;11.768;11.277;11.768
check4factor;87;249;99600;9.96;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;5.001;7.259;5.985;5.924;29.014;29.014;29.014;29.014;6.666;6.666;6.666;6.666
check4factor;88;1172;468800;46.88;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;4.934;7.682;6.384;6.348;29.014;29.014;29.014;29.014;6.666;10.787;8.216;6.666
check4factor;89;174;69600;6.96;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;5.125;7.15;5.925;5.886;29.014;29.014;29.014;29.014;6.666;6.666;6.666;6.666
check4factor;90;286;114400;11.44;factor_suitability_2025_Depth_10m_2025_highest.tif;32.868;32.868;32.868;32.868;5.063;7.442;5.994;5.97;29.014;29.014;29.014;29.014;10.787;10.787;10.787;10.787
check4factor;91;351662;140664800;14066.48;factor_suitability_2025_Depth_10m_2025_highest.tif;32.86;32.874;32.866;32.866;4.384;8.0;7.229;7.318;28.936;29.149;29.08;29.073;2.743;13.455;5.12;4.46
check4factor;92;694;277600;27.76;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.868;32.867;32.868;5.076;7.381;5.863;5.878;29.014;29.073;29.037;29.014;6.051;10.787;9.657;10.787
check4factor;93;88;35200;3.52;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;5.469;6.961;6.365;6.367;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;94;71;28400;2.84;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;5.012;6.316;5.73;5.692;29.073;29.073;29.073;29.073;13.171;13.171;13.171;13.171
check4factor;95;106;42400;4.24;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;4.659;7.988;6.108;6.07;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;96;146;58400;5.84;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;5.013;6.971;5.986;6.031;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;97;77;30800;3.08;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;4.975;6.464;5.748;5.715;29.073;29.073;29.073;29.073;13.171;13.171;13.171;13.171
check4factor;98;124;49600;4.96;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;5.062;7.167;5.96;5.979;29.073;29.073;29.073;29.073;8.117;8.117;8.117;8.117
check4factor;99;137;54800;5.48;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;5.149;7.037;5.855;5.733;29.073;29.073;29.073;29.073;13.171;13.171;13.171;13.171
check4factor;100;53;21200;2.12;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;5.283;7.674;6.604;6.752;28.936;28.936;28.936;28.936;13.455;13.455;13.455;13.455
check4factor;101;979;391600;39.16;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;5.247;7.927;6.59;6.601;28.936;28.936;28.936;28.936;7.981;13.455;13.433;13.455
check4factor;102;57;22800;2.28;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;6.11;7.31;6.664;6.592;28.936;28.936;28.936;28.936;13.455;13.455;13.455;13.455
check4factor;103;981;392400;39.24;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;4.867;7.352;6.25;6.403;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;104;263;105200;10.52;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;4.741;7.885;6.736;6.773;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;105;57;22800;2.28;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;6.025;7.673;6.997;6.967;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;106;72;28800;2.88;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;6.716;7.917;7.28;7.255;28.936;28.936;28.936;28.936;7.981;7.981;7.981;7.981
check4factor;107;2603;1041200;104.12;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;4.532;7.995;6.212;6.206;28.936;28.936;28.936;28.936;7.981;12.332;10.97;12.332
check4factor;108;67;26800;2.68;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;7.066;7.998;7.521;7.493;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;109;56;22400;2.24;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.874;32.874;32.874;4.605;6.477;5.407;5.362;28.936;28.936;28.936;28.936;12.332;12.332;12.332;12.332
check4factor;110;58118;23247200;2324.72;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.876;32.876;32.876;4.31;8.0;7.232;7.233;28.936;29.015;29.006;29.015;5.805;12.332;8.092;7.503
check4factor;111;133;53200;5.32;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;7.389;7.994;7.756;7.792;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;112;55;22000;2.2;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;7.474;7.995;7.713;7.725;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;113;55;22000;2.2;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;7.31;7.969;7.63;7.621;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;114;80;32000;3.2;factor_suitability_2025_Depth_10m_2025_highest.tif;32.866;32.866;32.866;32.866;7.155;7.956;7.708;7.714;29.073;29.073;29.073;29.073;5.919;5.919;5.919;5.919
check4factor;115;68;27200;2.72;factor_suitability_2025_Depth_10m_2025_highest.tif;32.874;32.876;32.876;32.876;6.708;7.651;7.318;7.313;28.936;29.015;29.012;29.015;7.503;12.332;7.645;7.503
check4factor;116;4199;1679600;167.96;factor_suitability_2025_Depth_10m_2025_highest.tif;32.876;32.876;32.876;32.876;5.028;8.0;7.22;7.297;29.015;29.015;29.015;29.015;8.86;8.86;8.86;8.86
check4factor;117;301;120400;12.04;factor_suitability_2025_Depth_10m_2025_highest.tif;32.876;32.876;32.876;32.876;6.702;7.993;7.508;7.488;29.015;29.015;29.015;29.015;6.863;6.863;6.863;6.863
check4factor;118;2246;898400;89.84;factor_suitability_2025_Depth_10m_2025_highest.tif;32.876;32.876;32.876;32.876;5.418;7.998;6.789;6.826;29.015;29.015;29.015;29.015;8.86;8.86;8.86;8.86
check4factor;119;312;124800;12.48;factor_suitability_2025_Depth_10m_2025_highest.tif;32.876;32.876;32.876;32.876;6.707;7.992;7.382;7.351;29.015;29.015;29.015;29.015;8.86;8.86;8.86;8.86
