zone_id,original_pixel_count,extension_pixel_count,original_area_ha,extension_area_ha,merged_area_ha,salinity_min,salinity_max,salinity_mean,salinity_median,depth_min,depth_max,depth_mean,depth_median,temperature_min,temperature_max,temperature_mean,temperature_median,sedimentation_min,sedimentation_max,sedimentation_mean,sedimentation_median
1,539,184,21.56,7.36,28.92,32.915,32.915,32.915,32.915,3.13,4.927,4.145,4.152,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
2,105,58,4.2,2.32,6.52,32.915,32.915,32.915,32.915,3.02,4.851,3.857,3.788,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
3,538,166,21.52,6.64,28.16,32.915,32.915,32.915,32.915,3.094,4.988,4.071,4.109,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
4,66,54,2.64,2.16,4.8,32.915,32.915,32.915,32.915,3.236,4.796,3.894,3.823,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
5,82,80,3.28,3.2,6.48,32.889,32.889,32.889,32.889,3.55,4.962,4.038,4.036,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
6,243,105,9.72,4.2,13.92,32.889,32.889,32.889,32.889,3.049,4.94,4.056,4.118,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
7,327,88,13.08,3.52,16.6,32.889,32.889,32.889,32.889,3.03,4.923,4.076,4.177,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
8,126,19,5.04,0.76,5.8,32.889,32.889,32.889,32.889,4.324,4.781,4.522,4.453,28.926,28.926,28.926,28.926,19.211,19.211,19.211,19.211
9,91,24,3.64,0.96,4.6,32.889,32.889,32.889,32.889,4.068,4.959,4.576,4.607,28.926,28.926,28.926,28.926,16.88,19.211,17.851,16.88
10,2533,252,101.32,10.08,111.4,32.868,32.868,32.868,32.868,3.562,4.996,4.533,4.603,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
11,57,0,2.28,0.0,2.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,71,32,2.84,1.28,4.12,32.868,32.868,32.868,32.868,3.742,4.997,4.495,4.553,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
13,62,24,2.48,0.96,3.44,32.868,32.868,32.868,32.868,3.594,4.972,4.362,4.328,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
14,67,48,2.68,1.92,4.6,32.868,32.868,32.868,32.868,3.947,4.916,4.464,4.525,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
15,523,106,20.92,4.24,25.16,32.868,32.868,32.868,32.868,3.669,4.997,4.308,4.271,29.014,29.014,29.014,29.014,12.257,22.65,14.218,12.257
16,383,150,15.32,6.0,21.32,32.868,32.868,32.868,32.868,3.73,4.995,4.503,4.498,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
17,169,97,6.76,3.88,10.64,32.868,32.868,32.868,32.868,3.475,4.986,4.238,4.232,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
18,191,75,7.64,3.0,10.64,32.868,32.868,32.868,32.868,3.607,4.982,4.468,4.542,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
19,536,131,21.44,5.24,26.68,32.868,32.868,32.868,32.868,3.808,5.0,4.574,4.598,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
20,50,24,2.0,0.96,2.96,32.868,32.868,32.868,32.868,4.122,4.989,4.752,4.776,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
21,127,56,5.08,2.24,7.32,32.868,32.868,32.868,32.868,4.157,4.992,4.547,4.53,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
22,83,37,3.32,1.48,4.8,32.868,32.868,32.868,32.868,4.138,4.929,4.542,4.551,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
23,549,204,21.96,8.16,30.12,32.868,32.868,32.868,32.868,3.703,4.991,4.441,4.438,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
24,182,62,7.28,2.48,9.76,32.868,32.868,32.868,32.868,4.221,4.978,4.51,4.482,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
25,85,79,3.4,3.16,6.56,32.868,32.868,32.868,32.868,3.524,4.943,4.145,4.075,29.014,29.014,29.014,29.014,22.65,22.65,22.65,22.65
26,377,117,15.08,4.68,19.76,32.868,32.868,32.868,32.868,3.778,4.997,4.435,4.407,29.014,29.014,29.014,29.014,20.609,22.65,22.44,22.65
27,268,77,10.72,3.08,13.8,32.868,32.868,32.868,32.868,4.234,4.993,4.659,4.687,29.014,29.014,29.014,29.014,20.609,22.65,22.438,22.65
28,1610,540,64.4,21.6,86.0,32.868,32.868,32.868,32.868,3.032,4.997,4.183,4.216,29.014,29.014,29.014,29.014,20.609,22.65,20.745,20.609
29,320,111,12.8,4.44,17.24,32.868,32.868,32.868,32.868,3.655,4.856,4.364,4.364,29.014,29.014,29.014,29.014,20.609,20.609,20.609,20.609
30,69,42,2.76,1.68,4.44,32.868,32.868,32.868,32.868,3.604,4.954,4.011,3.943,29.014,29.014,29.014,29.014,20.609,20.609,20.609,20.609
31,236,102,9.44,4.08,13.52,32.868,32.868,32.868,32.868,4.02,4.989,4.578,4.624,29.014,29.014,29.014,29.014,20.609,20.609,20.609,20.609
32,67,45,2.68,1.8,4.48,32.868,32.868,32.868,32.868,3.012,4.879,4.076,4.116,29.014,29.014,29.014,29.014,11.768,11.768,11.768,11.768
33,265,77,10.6,3.08,13.68,32.868,32.868,32.868,32.868,3.781,4.995,4.6,4.663,29.014,29.014,29.014,29.014,20.609,20.609,20.609,20.609
34,57,37,2.28,1.48,3.76,32.868,32.868,32.868,32.868,4.452,4.99,4.707,4.722,29.014,29.014,29.014,29.014,20.609,20.609,20.609,20.609
