zone_id,pixel_count,area_m2,area_ha,salinity_min,salinity_max,salinity_mean,salinity_median,depth_min,depth_max,depth_mean,depth_median,temperature_min,temperature_max,temperature_mean,temperature_median,sedimentation_min,sedimentation_max,sedimentation_mean,sedimentation_median
1,279,111600,11.16,33.114,33.114,33.114,33.114,4.675,7.389,6.197,6.284,28.978,28.978,28.978,28.978,18.567,18.567,18.567,18.567
2,1741,696400,69.64,33.127,33.127,33.127,33.127,3.897,8.009,6.402,6.534,28.861,28.861,28.861,28.861,22.047,22.047,22.047,22.047
3,531,212400,21.24,33.127,33.127,33.127,33.127,3.337,7.58,6.246,6.409,28.861,28.861,28.861,28.861,21.61,23.729,22.783,23.729
4,149,59600,5.96,33.127,33.127,33.127,33.127,4.15,7.555,6.32,6.454,28.861,28.861,28.861,28.861,21.61,21.61,21.61,21.61
5,571,228400,22.84,33.127,33.127,33.127,33.127,3.303,7.082,4.95,4.729,28.861,28.861,28.861,28.861,23.729,23.729,23.729,23.729
6,190,76000,7.6,33.127,33.127,33.127,33.127,3.467,6.355,4.717,4.762,28.861,28.861,28.861,28.861,23.729,23.729,23.729,23.729
7,165,66000,6.6,33.127,33.127,33.127,33.127,4.511,7.6,6.419,6.485,28.861,28.861,28.861,28.861,22.047,22.047,22.047,22.047
8,177,70800,7.08,33.127,33.127,33.127,33.127,4.027,7.447,5.836,5.913,28.861,28.861,28.861,28.861,21.61,21.61,21.61,21.61
9,325,130000,13.0,33.135,33.135,33.135,33.135,1.761,6.66,4.128,4.601,28.754,28.754,28.754,28.754,23.678,23.678,23.678,23.678
10,939,375600,37.56,33.099,33.099,33.099,33.099,3.995,7.776,6.004,6.056,28.951,28.951,28.951,28.951,21.535,21.535,21.535,21.535
11,40035,16014000,1601.4,33.08,33.099,33.099,33.099,2.611,8.272,5.698,5.815,28.755,28.951,28.951,28.951,11.639,24.774,20.526,19.773
12,1554,621600,62.16,33.099,33.099,33.099,33.099,3.946,7.976,6.393,6.614,28.951,28.951,28.951,28.951,13.535,13.535,13.535,13.535
13,1581,632400,63.24,33.08,33.08,33.08,33.08,3.939,8.009,5.919,5.906,28.755,28.755,28.755,28.755,19.892,19.892,19.892,19.892
14,2687,1074800,107.48,33.08,33.08,33.08,33.08,4.223,7.795,5.891,5.946,28.755,28.755,28.755,28.755,19.892,24.106,19.974,19.892
15,2386,954400,95.44,33.099,33.099,33.099,33.099,3.742,8.125,6.251,6.237,28.951,28.951,28.951,28.951,11.639,11.639,11.639,11.639
16,4936,1974400,197.44,33.055,33.08,33.077,33.08,4.326,8.178,6.359,6.395,28.755,28.874,28.772,28.755,18.716,24.106,23.334,24.106
17,2106,842400,84.24,33.099,33.099,33.099,33.099,4.037,7.997,5.978,6.056,28.951,28.951,28.951,28.951,16.128,16.128,16.128,16.128
18,1581,632400,63.24,33.055,33.08,33.057,33.055,4.103,7.953,6.182,6.41,28.755,28.874,28.864,28.874,15.064,24.106,19.099,18.716
19,575,230000,23.0,33.055,33.08,33.055,33.055,4.174,8.317,6.619,6.646,28.755,28.874,28.873,28.874,15.064,19.892,15.106,15.064
20,6228,2491200,249.12,33.031,33.055,33.037,33.031,2.674,8.159,6.058,6.214,28.626,28.874,28.69,28.626,21.237,24.681,23.796,24.681
21,186,74400,7.44,33.009,33.009,33.009,33.009,2.547,6.813,3.588,3.321,28.694,28.694,28.694,28.694,23.989,23.989,23.989,23.989
22,130,52000,5.2,33.009,33.009,33.009,33.009,2.456,6.318,3.485,3.172,28.694,28.694,28.694,28.694,23.989,23.989,23.989,23.989
23,1270,508000,50.8,32.949,32.949,32.949,32.949,2.525,8.112,4.84,4.637,28.837,28.837,28.837,28.837,15.662,22.224,21.95,22.224
24,70,28000,2.8,32.915,32.915,32.915,32.915,3.669,7.82,5.284,5.202,28.963,28.963,28.963,28.963,22.626,22.626,22.626,22.626
25,668,267200,26.72,32.915,32.915,32.915,32.915,2.83,6.268,4.324,4.349,28.963,28.963,28.963,28.963,16.74,16.74,16.74,16.74
26,114,45600,4.56,32.915,32.915,32.915,32.915,3.893,7.812,5.291,5.0,28.963,28.963,28.963,28.963,13.253,13.253,13.253,13.253
27,4479,1791600,179.16,32.915,32.915,32.915,32.915,2.364,5.942,3.696,3.616,28.779,28.779,28.779,28.779,19.352,19.352,19.352,19.352
28,1895,758000,75.8,32.915,32.915,32.915,32.915,2.496,6.891,4.831,4.923,28.963,28.963,28.963,28.963,12.008,12.008,12.008,12.008
29,58,23200,2.32,32.889,32.889,32.889,32.889,3.115,4.661,3.91,3.936,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
30,252,100800,10.08,32.889,32.889,32.889,32.889,3.195,5.892,4.177,4.0,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
31,178,71200,7.12,32.889,32.889,32.889,32.889,3.743,7.469,5.62,5.763,28.926,28.926,28.926,28.926,13.702,13.702,13.702,13.702
