zone_id,pixel_count,area_m2,area_ha
1,46,18400,1.84
2,193,77200,7.72
3,244,97600,9.76
4,35,14000,1.4
5,25,10000,1.0
6,25,10000,1.0
7,110,44000,4.4
8,39,15600,1.56
9,26,10400,1.04
10,125,50000,5.0
11,69,27600,2.76
12,179,71600,7.16
13,40,16000,1.6
14,30,12000,1.2
15,149,59600,5.96
16,68,27200,2.72
17,64,25600,2.56
18,104,41600,4.16
19,38,15200,1.52
20,65,26000,2.6
21,370,148000,14.8
22,107,42800,4.28
23,57,22800,2.28
24,103,41200,4.12
25,122,48800,4.88
26,25,10000,1.0
27,191,76400,7.64
28,80,32000,3.2
29,51,20400,2.04
30,56,22400,2.24
31,61,24400,2.44
32,67,26800,2.68
33,111,44400,4.44
34,27,10800,1.08
35,128,51200,5.12
36,71,28400,2.84
37,104,41600,4.16
38,28,11200,1.12
39,29,11600,1.16
40,47,18800,1.88
41,32,12800,1.28
42,32,12800,1.28
43,89,35600,3.56
44,26,10400,1.04
45,56,22400,2.24
46,376,150400,15.04
47,100,40000,4.0
48,35,14000,1.4
49,127,50800,5.08
50,42,16800,1.68
51,51,20400,2.04
52,88,35200,3.52
53,202,80800,8.08
54,39,15600,1.56
55,601,240400,24.04
56,162,64800,6.48
57,78,31200,3.12
58,69,27600,2.76
59,46,18400,1.84
60,40,16000,1.6
61,38,15200,1.52
62,47,18800,1.88
63,26,10400,1.04
64,90,36000,3.6
65,26,10400,1.04
66,56,22400,2.24
67,45,18000,1.8
68,1434,573600,57.36
69,76,30400,3.04
70,240,96000,9.6
71,32,12800,1.28
72,51,20400,2.04
73,56,22400,2.24
74,32,12800,1.28
75,510,204000,20.4
76,665,266000,26.6
77,26,10400,1.04
78,69,27600,2.76
79,36,14400,1.44
80,231,92400,9.24
81,66,26400,2.64
82,46,18400,1.84
83,81,32400,3.24
84,91,36400,3.64
85,31,12400,1.24
86,50,20000,2.0
87,107,42800,4.28
88,37,14800,1.48
89,85,34000,3.4
90,617,246800,24.68
91,147,58800,5.88
92,1167,466800,46.68
93,66,26400,2.64
94,26,10400,1.04
95,381,152400,15.24
96,49,19600,1.96
97,73,29200,2.92
98,121,48400,4.84
99,36,14400,1.44
100,221,88400,8.84
101,77,30800,3.08
102,141,56400,5.64
103,25,10000,1.0
104,42,16800,1.68
105,29,11600,1.16
106,83,33200,3.32
107,98,39200,3.92
108,204,81600,8.16
109,58,23200,2.32
110,60,24000,2.4
111,31,12400,1.24
112,29,11600,1.16
113,121,48400,4.84
114,38,15200,1.52
115,68,27200,2.72
116,61,24400,2.44
117,82,32800,3.28
118,35,14000,1.4
119,31,12400,1.24
120,280,112000,11.2
121,108,43200,4.32
122,76,30400,3.04
123,49,19600,1.96
124,42,16800,1.68
125,44,17600,1.76
126,126,50400,5.04
127,64,25600,2.56
128,1911,764400,76.44
129,48,19200,1.92
130,43,17200,1.72
131,52,20800,2.08
132,54,21600,2.16
133,30,12000,1.2
134,167,66800,6.68
135,98,39200,3.92
136,29,11600,1.16
137,36,14400,1.44
138,683,273200,27.32
139,30,12000,1.2
140,57,22800,2.28
141,57,22800,2.28
142,49,19600,1.96
143,54,21600,2.16
144,60,24000,2.4
145,233,93200,9.32
146,42,16800,1.68
147,3799,1519600,151.96
148,39,15600,1.56
149,37,14800,1.48
150,26,10400,1.04
151,43,17200,1.72
152,119,47600,4.76
153,135,54000,5.4
154,126,50400,5.04
155,69,27600,2.76
156,46,18400,1.84
157,32,12800,1.28
158,762,304800,30.48
159,53,21200,2.12
160,242,96800,9.68
161,212,84800,8.48
162,359,143600,14.36
163,49,19600,1.96
164,27,10800,1.08
165,43,17200,1.72
166,883,353200,35.32
167,116,46400,4.64
168,56,22400,2.24
169,54,21600,2.16
170,31,12400,1.24
171,39,15600,1.56
172,149,59600,5.96
173,35,14000,1.4
174,185,74000,7.4
175,43,17200,1.72
176,28,11200,1.12
177,75,30000,3.0
178,42,16800,1.68
179,189,75600,7.56
180,72,28800,2.88
181,55,22000,2.2
182,63,25200,2.52
183,180,72000,7.2
184,53,21200,2.12
185,101,40400,4.04
186,44,17600,1.76
187,197,78800,7.88
188,68,27200,2.72
189,85,34000,3.4
190,213,85200,8.52
191,167,66800,6.68
192,30,12000,1.2
193,151,60400,6.04
194,30,12000,1.2
195,81,32400,3.24
196,1846,738400,73.84
197,289,115600,11.56
198,46,18400,1.84
199,242,96800,9.68
200,29,11600,1.16
201,59,23600,2.36
202,258,103200,10.32
203,144,57600,5.76
204,68,27200,2.72
205,62,24800,2.48
206,628,251200,25.12
207,34,13600,1.36
208,57,22800,2.28
209,76,30400,3.04
210,47,18800,1.88
211,3096,1238400,123.84
212,37,14800,1.48
213,78,31200,3.12
214,229,91600,9.16
215,229,91600,9.16
216,26,10400,1.04
217,2193,877200,87.72
218,35,14000,1.4
219,27,10800,1.08
220,87,34800,3.48
221,120,48000,4.8
222,85,34000,3.4
223,1077,430800,43.08
224,40,16000,1.6
225,45,18000,1.8
226,343,137200,13.72
227,156,62400,6.24
228,36,14400,1.44
229,54,21600,2.16
230,59,23600,2.36
231,205,82000,8.2
232,44,17600,1.76
233,197,78800,7.88
234,56,22400,2.24
235,32,12800,1.28
236,27,10800,1.08
237,47,18800,1.88
