merged_group_id,final_zone_id,merge_gap_pixels,merge_gap_m,min_area_ha_threshold,passes_min_area,n_original_polygons,original_polygon_ids,original_pixel_count,merged_pixel_count,added_gap_pixel_count,original_area_ha,merged_area_ha,added_gap_area_ha
71,49,3,60,2,True,1,110,54,58,4,2.16,2.32,0.16
72,50,3,60,2,True,4,"114,121,122,125",343,502,159,13.72,20.08,6.36
73,,3,60,2,False,1,115,30,33,3,1.2,1.32,0.12
74,,3,60,2,False,1,119,33,33,0,1.32,1.32,0.0
75,51,3,60,2,True,2,"120,126",80,95,15,3.2,3.8,0.6
76,,3,60,2,False,1,124,38,43,5,1.52,1.72,0.2
77,52,3,60,2,True,6,"127,129,130,134,135,138",1009,1496,487,40.36,59.84,19.48
78,,3,60,2,False,1,128,26,30,4,1.04,1.2,0.16
79,,3,60,2,False,1,131,29,30,1,1.16,1.2,0.04
80,53,3,60,2,True,1,133,319,491,172,12.76,19.64,6.88
81,,3,60,2,False,1,136,26,34,8,1.04,1.36,0.32
82,,3,60,2,False,1,137,31,31,0,1.24,1.24,0.0
83,54,3,60,2,True,1,139,423,505,82,16.92,20.2,3.28
84,55,3,60,2,True,2,"140,143",429,547,118,17.16,21.88,4.72
85,,3,60,2,False,1,141,37,37,0,1.48,1.48,0.0
86,,3,60,2,False,1,142,38,41,3,1.52,1.64,0.12
87,,3,60,2,False,1,144,25,25,0,1.0,1.0,0.0
88,,3,60,2,False,1,145,26,39,13,1.04,1.56,0.52
89,56,3,60,2,True,1,146,243,268,25,9.72,10.72,1.0
90,57,3,60,2,True,1,147,130,166,36,5.2,6.64,1.44
91,58,3,60,2,True,2,"148,150",274,355,81,10.96,14.2,3.24
92,59,3,60,2,True,1,149,93,115,22,3.72,4.6,0.88
93,60,3,60,2,True,1,151,50,80,30,2.0,3.2,1.2
94,61,3,60,2,True,1,152,41,55,14,1.64,2.2,0.56
95,62,3,60,2,True,1,153,65,68,3,2.6,2.72,0.12
96,,3,60,2,False,1,154,43,43,0,1.72,1.72,0.0
97,,3,60,2,False,1,155,33,33,0,1.32,1.32,0.0
98,63,3,60,2,True,3,"156,157,158",1992,2369,377,79.68,94.76,15.08
99,64,3,60,2,True,1,159,109,144,35,4.36,5.76,1.4
100,65,3,60,2,True,3,"160,164,168",514,709,195,20.56,28.36,7.8
101,66,3,60,2,True,1,161,792,1160,368,31.68,46.4,14.72
102,67,3,60,2,True,1,162,72,89,17,2.88,3.56,0.68
103,,3,60,2,False,1,163,32,32,0,1.28,1.28,0.0
104,,3,60,2,False,1,165,40,46,6,1.6,1.84,0.24
105,,3,60,2,False,1,166,27,41,14,1.08,1.64,0.56
106,,3,60,2,False,1,167,42,48,6,1.68,1.92,0.24
107,,3,60,2,False,1,169,33,33,0,1.32,1.32,0.0
108,,3,60,2,False,1,170,28,32,4,1.12,1.28,0.16
109,68,3,60,2,True,1,171,83,96,13,3.32,3.84,0.52
110,,3,60,2,False,1,172,39,42,3,1.56,1.68,0.12
111,,3,60,2,False,1,173,27,27,0,1.08,1.08,0.0
112,69,3,60,2,True,1,174,58,73,15,2.32,2.92,0.6
113,70,3,60,2,True,2,"175,176",82,141,59,3.28,5.64,2.36
114,,3,60,2,False,1,177,32,36,4,1.28,1.44,0.16
