merged_group_id,final_zone_id,merge_gap_pixels,merge_gap_m,min_area_ha_threshold,passes_min_area,n_original_polygons,original_polygon_ids,original_pixel_count,merged_pixel_count,added_gap_pixel_count,original_area_ha,merged_area_ha,added_gap_area_ha
1,1,3,60,2,True,2,"1,2",155,178,23,6.2,7.12,0.92
2,2,3,60,2,True,1,3,71,93,22,2.84,3.72,0.88
3,3,3,60,2,True,1,4,104,107,3,4.16,4.28,0.12
4,,3,60,2,False,1,5,28,28,0,1.12,1.12,0.0
5,,3,60,2,False,1,6,29,29,0,1.16,1.16,0.0
6,4,3,60,2,True,1,7,47,63,16,1.88,2.52,0.64
7,,3,60,2,False,1,8,32,44,12,1.28,1.76,0.48
8,,3,60,2,False,1,9,32,32,0,1.28,1.28,0.0
9,5,3,60,2,True,1,10,89,122,33,3.56,4.88,1.32
10,,3,60,2,False,1,11,26,41,15,1.04,1.64,0.6
11,6,3,60,2,True,1,12,56,74,18,2.24,2.96,0.72
12,7,3,60,2,True,1,13,100,120,20,4.0,4.8,0.8
13,,3,60,2,False,1,14,35,35,0,1.4,1.4,0.0
14,8,3,60,2,True,4,"15,16,17,18",1422,1852,430,56.88,74.08,17.2
15,9,3,60,2,True,1,19,55,69,14,2.2,2.76,0.56
16,10,3,60,2,True,1,20,61,79,18,2.44,3.16,0.72
17,11,3,60,2,True,3,"21,23,24",411,516,105,16.44,20.64,4.2
18,,3,60,2,False,1,22,35,35,0,1.4,1.4,0.0
19,,3,60,2,False,1,25,42,42,0,1.68,1.68,0.0
20,12,3,60,2,True,1,26,126,161,35,5.04,6.44,1.4
21,13,3,60,2,True,1,27,1629,1762,133,65.16,70.48,5.32
22,,3,60,2,False,1,28,30,46,16,1.2,1.84,0.64
23,,3,60,2,False,1,29,29,33,4,1.16,1.32,0.16
24,14,3,60,2,True,1,30,36,50,14,1.44,2.0,0.56
25,,3,60,2,False,1,31,36,49,13,1.44,1.96,0.52
26,15,3,60,2,True,1,32,2542,2886,344,101.68,115.44,13.76
27,16,3,60,2,True,2,"33,36",188,246,58,7.52,9.84,2.32
28,17,3,60,2,True,1,34,135,153,18,5.4,6.12,0.72
29,18,3,60,2,True,1,35,126,129,3,5.04,5.16,0.12
30,19,3,60,2,True,1,37,46,54,8,1.84,2.16,0.32
31,,3,60,2,False,1,38,32,35,3,1.28,1.4,0.12
32,20,3,60,2,True,2,"39,48",878,1028,150,35.12,41.12,6.0
33,21,3,60,2,True,1,40,53,73,20,2.12,2.92,0.8
34,22,3,60,2,True,1,41,242,275,33,9.68,11.0,1.32
35,23,3,60,2,True,1,42,211,274,63,8.44,10.96,2.52
36,24,3,60,2,True,1,43,356,506,150,14.24,20.24,6.0
37,25,3,60,2,True,1,44,49,56,7,1.96,2.24,0.28
38,,3,60,2,False,1,45,25,28,3,1.0,1.12,0.12
39,26,3,60,2,True,3,"46,50,52",136,272,136,5.44,10.88,5.44
40,27,3,60,2,True,1,47,883,966,83,35.32,38.64,3.32
41,28,3,60,2,True,1,49,56,72,16,2.24,2.88,0.64
42,,3,60,2,False,1,51,31,31,0,1.24,1.24,0.0
43,29,3,60,2,True,1,53,149,173,24,5.96,6.92,0.96
44,,3,60,2,False,1,54,35,38,3,1.4,1.52,0.12
45,30,3,60,2,True,1,55,185,231,46,7.4,9.24,1.84
46,,3,60,2,False,1,56,43,46,3,1.72,1.84,0.12
47,,3,60,2,False,1,57,28,28,0,1.12,1.12,0.0
48,31,3,60,2,True,1,58,75,85,10,3.0,3.4,0.4
49,32,3,60,2,True,2,"59,60",231,377,146,9.24,15.08,5.84
50,33,3,60,2,True,1,61,72,72,0,2.88,2.88,0.0
51,34,3,60,2,True,1,62,55,72,17,2.2,2.88,0.68
52,35,3,60,2,True,2,"63,64",243,312,69,9.72,12.48,2.76
53,36,3,60,2,True,1,65,53,70,17,2.12,2.8,0.68
54,37,3,60,2,True,1,66,101,136,35,4.04,5.44,1.4
55,38,3,60,2,True,1,67,44,53,9,1.76,2.12,0.36
56,39,3,60,2,True,1,68,189,195,6,7.56,7.8,0.24
57,40,3,60,2,True,1,69,68,68,0,2.72,2.72,0.0
58,41,3,60,2,True,12,"70,77,84,89,90,91,94,95,97,102,105,109",3764,5924,2160,150.56,236.96,86.4
59,42,3,60,2,True,2,"71,74",362,557,195,14.48,22.28,7.8
60,43,3,60,2,True,4,"72,73,76,81",307,443,136,12.28,17.72,5.44
61,,3,60,2,False,1,75,30,30,0,1.2,1.2,0.0
62,44,3,60,2,True,3,"78,80,82",590,756,166,23.6,30.24,6.64
63,,3,60,2,False,1,79,37,40,3,1.48,1.6,0.12
64,45,3,60,2,True,2,"83,86",320,402,82,12.8,16.08,3.28
65,,3,60,2,False,1,85,39,42,3,1.56,1.68,0.12
66,46,3,60,2,True,18,"87,92,93,98,99,100,101,104,106,108,111,112,113,116,117,118,123,132",6986,10479,3493,279.44,419.16,139.72
67,,3,60,2,False,1,88,34,36,2,1.36,1.44,0.08
68,47,3,60,2,True,1,96,229,285,56,9.16,11.4,2.24
69,48,3,60,2,True,1,103,85,122,37,3.4,4.88,1.48
70,,3,60,2,False,1,107,45,48,3,1.8,1.92,0.12
